"study","impostor","subject","age","gender","education","item_number","load_acc","load_rt","slow","to_exclude","conflict","response_stage","accuracy","resp_cat","RT","conf","conf_rt"
"1","strong","1_1",50,1,4,1,1,2.173,0,0,"NC","a",1,1,2.711,100,1.154
"1","strong","1_1",50,1,4,1,1,2.173,0,0,"NC","b",1,1,1.446,100,0.893
"1","strong","1_1",50,1,4,2,1,0.7,0,0,"C","a",0,4,3.286,0,2.464
"1","strong","1_1",50,1,4,2,1,0.7,0,0,"C","b",0,4,0.913,0,0.904
"1","strong","1_1",50,1,4,3,1,2.201,0,0,"NC","a",1,1,2.761,100,1.56
"1","strong","1_1",50,1,4,3,1,2.201,0,0,"NC","b",1,1,1.59,100,1.562
"1","strong","1_1",50,1,4,4,1,0.944,0,0,"C","a",1,3,3.643,100,1.742
"1","strong","1_1",50,1,4,4,1,0.944,0,0,"C","b",1,3,1.227,100,1.743
"1","strong","1_1",50,1,4,5,1,1.501,0,0,"C","a",1,3,2.433,100,1.505
"1","strong","1_1",50,1,4,5,1,1.501,0,0,"C","b",1,3,1.445,100,0.929
"1","strong","1_1",50,1,4,6,1,0.9,0,0,"NC","a",1,1,2.232,100,1.431
"1","strong","1_1",50,1,4,6,1,0.9,0,0,"NC","b",1,1,1.118,100,0.807
"1","strong","1_1",50,1,4,7,1,0.818,0,0,"NC","a",1,1,3.045,75,5.164
"1","strong","1_1",50,1,4,7,1,0.818,0,0,"NC","b",1,1,1.792,100,0.874
"1","strong","1_1",50,1,4,8,1,0.432,0,0,"NC","a",1,1,2.657,100,2.34
"1","strong","1_1",50,1,4,8,1,0.432,0,0,"NC","b",1,1,0.638,100,0.931
"1","strong","1_1",50,1,4,9,1,1.882,0,0,"NC","a",1,1,4.135,100,2.187
"1","strong","1_1",50,1,4,9,1,1.882,0,0,"NC","b",1,1,1.244,100,2.318
"1","strong","1_1",50,1,4,10,1,0.98,0,0,"C","a",0,4,2.946,0,1.309
"1","strong","1_1",50,1,4,10,1,0.98,0,0,"C","b",0,4,0.921,0,1.138
"1","strong","1_1",50,1,4,11,1,1.238,0,0,"NC","a",1,1,2.221,100,1.181
"1","strong","1_1",50,1,4,11,1,1.238,0,0,"NC","b",0,2,0.977,0,2.961
"1","strong","1_1",50,1,4,12,1,0.3,0,0,"C","a",0,1,2.647,100,1.463
"1","strong","1_1",50,1,4,12,1,0.3,0,0,"C","b",0,1,1.756,99,4.162
"1","strong","1_1",50,1,4,13,0,0.715,0,1,"C","a",1,3,2.802,100,0.917
"1","strong","1_1",50,1,4,13,0,0.715,0,1,"C","b",1,3,2.262,100,0.655
"1","strong","1_1",50,1,4,14,0,1.329,0,1,"C","a",0,1,2.435,100,0.972
"1","strong","1_1",50,1,4,14,0,1.329,0,1,"C","b",0,1,1,100,0.568
"1","strong","1_1",50,1,4,15,1,0.247,0,0,"C","a",0,1,2.126,100,1.748
"1","strong","1_1",50,1,4,15,1,0.247,0,0,"C","b",0,1,0.818,100,1.63
"1","strong","1_1",50,1,4,16,1,3.001,0,0,"NC","a",1,1,2.117,88,2.863
"1","strong","1_1",50,1,4,16,1,3.001,0,0,"NC","b",1,1,1.323,99,1.267
"1","strong","1_1",50,1,4,17,0,2.071,0,1,"NC","a",1,1,3.033,100,1.002
"1","strong","1_1",50,1,4,17,0,2.071,0,1,"NC","b",1,1,0.984,100,1.196
"1","strong","1_1",50,1,4,18,1,1.992,0,0,"NC","a",1,1,1.986,98,2.848
"1","strong","1_1",50,1,4,18,1,1.992,0,0,"NC","b",1,1,0.983,99,1.435
"1","strong","1_1",50,1,4,19,1,0.575,0,0,"C","a",0,1,2.301,100,2.114
"1","strong","1_1",50,1,4,19,1,0.575,0,0,"C","b",0,1,2,0,2.214
"1","strong","1_1",50,1,4,20,0,0.53,0,1,"C","a",0,1,3.954,100,1.525
"1","strong","1_1",50,1,4,20,0,0.53,0,1,"C","b",0,1,2.537,100,1.011
"1","strong","1_2",29,2,2,1,0,0.639,0,1,"NC","a",1,1,2.581,0,1.666
"1","strong","1_2",29,2,2,1,0,0.639,0,1,"NC","b",1,1,8.267,100,1.773
"1","strong","1_2",29,2,2,2,1,2.295,0,0,"C","a",0,1,2.268,100,1.735
"1","strong","1_2",29,2,2,2,1,2.295,0,0,"C","b",0,1,0.931,100,1.122
"1","strong","1_2",29,2,2,3,1,1.3,1,1,"NC","a",0,NA,5.122,NA,NA
"1","strong","1_2",29,2,2,3,1,1.3,1,1,"NC","b",0,2,2.315,0,1.974
"1","strong","1_2",29,2,2,4,1,1.09,0,0,"C","a",1,3,3.934,100,1.902
"1","strong","1_2",29,2,2,4,1,1.09,0,0,"C","b",0,1,1.801,0,1.285
"1","strong","1_2",29,2,2,5,1,1.829,0,0,"C","a",0,1,2.475,100,1.591
"1","strong","1_2",29,2,2,5,1,1.829,0,0,"C","b",0,1,1.048,100,1.067
"1","strong","1_2",29,2,2,6,1,1.024,0,0,"NC","a",1,1,3.025,100,1.542
"1","strong","1_2",29,2,2,6,1,1.024,0,0,"NC","b",1,1,6.119,100,1.472
"1","strong","1_2",29,2,2,7,1,0.549,1,1,"NC","a",0,NA,5.023,NA,NA
"1","strong","1_2",29,2,2,7,1,0.549,1,1,"NC","b",1,1,0.645,100,1.194
"1","strong","1_2",29,2,2,8,1,1.291,0,0,"NC","a",1,1,2.477,100,1.819
"1","strong","1_2",29,2,2,8,1,1.291,0,0,"NC","b",1,1,1.213,100,1.725
"1","strong","1_2",29,2,2,9,0,0.692,1,1,"NC","a",0,NA,5.012,NA,NA
"1","strong","1_2",29,2,2,9,0,0.692,1,1,"NC","b",1,1,2.721,100,1.355
"1","strong","1_2",29,2,2,10,0,1.684,1,1,"C","a",0,NA,5.023,NA,NA
"1","strong","1_2",29,2,2,10,0,1.684,1,1,"C","b",0,1,2.03,0,1.648
"1","strong","1_2",29,2,2,11,1,11.194,0,0,"NC","a",0,3,4.682,0,1.408
"1","strong","1_2",29,2,2,11,1,11.194,0,0,"NC","b",1,1,1.578,100,2.368
"1","strong","1_2",29,2,2,12,0,0.922,0,1,"C","a",0,1,2.601,100,1.711
"1","strong","1_2",29,2,2,12,0,0.922,0,1,"C","b",1,3,2.679,100,1.371
"1","strong","1_2",29,2,2,13,1,4.603,1,1,"C","a",0,NA,5.021,NA,NA
"1","strong","1_2",29,2,2,13,1,4.603,1,1,"C","b",1,3,1.587,100,2.129
"1","strong","1_2",29,2,2,14,1,1.658,0,0,"C","a",0,1,3.201,100,1.769
"1","strong","1_2",29,2,2,14,1,1.658,0,0,"C","b",0,1,1.479,100,1.731
"1","strong","1_2",29,2,2,15,0,2.96,0,1,"C","a",0,1,2.916,100,1.511
"1","strong","1_2",29,2,2,15,0,2.96,0,1,"C","b",0,1,3.954,100,0.817
"1","strong","1_2",29,2,2,16,1,2.748,0,0,"NC","a",1,1,2.345,100,2.043
"1","strong","1_2",29,2,2,16,1,2.748,0,0,"NC","b",1,1,1.607,100,1.717
"1","strong","1_2",29,2,2,17,0,3.249,1,1,"NC","a",0,NA,5.027,NA,NA
"1","strong","1_2",29,2,2,17,0,3.249,1,1,"NC","b",1,1,4.687,100,1.603
"1","strong","1_2",29,2,2,18,0,0.633,1,1,"NC","a",0,NA,5.12,NA,NA
"1","strong","1_2",29,2,2,18,0,0.633,1,1,"NC","b",1,1,2.146,0,1.296
"1","strong","1_2",29,2,2,19,1,0.823,0,0,"C","a",0,1,2.096,100,1.798
"1","strong","1_2",29,2,2,19,1,0.823,0,0,"C","b",0,1,0.668,100,0.996
"1","strong","1_2",29,2,2,20,1,1.653,0,0,"C","a",0,1,3.206,100,1.615
"1","strong","1_2",29,2,2,20,1,1.653,0,0,"C","b",0,1,0.975,100,1.28
"1","strong","1_3",20,2,2,1,1,1.401,0,0,"C","a",0,1,2.242,60,2.936
"1","strong","1_3",20,2,2,1,1,1.401,0,0,"C","b",1,3,1.3,90,1.478
"1","strong","1_3",20,2,2,2,1,1.2,0,0,"NC","a",0,4,3.3,0,1.992
"1","strong","1_3",20,2,2,2,1,1.2,0,0,"NC","b",0,4,1.355,0,1.739
"1","strong","1_3",20,2,2,3,0,2.337,0,1,"C","a",0,1,2.34,90,1.972
"1","strong","1_3",20,2,2,3,0,2.337,0,1,"C","b",0,1,1.521,90,1.503
"1","strong","1_3",20,2,2,4,1,1.82,0,0,"NC","a",0,4,1.745,0,3.776
"1","strong","1_3",20,2,2,4,1,1.82,0,0,"NC","b",0,4,1.236,0,1.173
"1","strong","1_3",20,2,2,5,1,1.448,0,0,"NC","a",1,1,2.17,100,2.885
"1","strong","1_3",20,2,2,5,1,1.448,0,0,"NC","b",1,1,1.352,100,1.997
"1","strong","1_3",20,2,2,6,1,0.8,0,0,"C","a",0,1,1.848,50,3.426
"1","strong","1_3",20,2,2,6,1,0.8,0,0,"C","b",1,3,7.771,70,3.357
"1","strong","1_3",20,2,2,7,1,6.393,0,0,"C","a",0,1,2.165,100,2.452
"1","strong","1_3",20,2,2,7,1,6.393,0,0,"C","b",0,1,1.201,100,1.754
"1","strong","1_3",20,2,2,8,1,1.837,0,0,"C","a",1,3,2.843,100,2.173
"1","strong","1_3",20,2,2,8,1,1.837,0,0,"C","b",1,3,1.197,100,1.817
"1","strong","1_3",20,2,2,9,1,1.201,0,0,"C","a",1,3,2,100,2.311
"1","strong","1_3",20,2,2,9,1,1.201,0,0,"C","b",1,3,2.7,100,2.509
"1","strong","1_3",20,2,2,10,1,2,0,0,"NC","a",1,1,4.028,100,1.743
"1","strong","1_3",20,2,2,10,1,2,0,0,"NC","b",1,1,1.341,100,2.253
"1","strong","1_3",20,2,2,11,1,1.128,0,0,"C","a",0,4,4.012,0,2.662
"1","strong","1_3",20,2,2,11,1,1.128,0,0,"C","b",0,4,1.353,0,1.668
"1","strong","1_3",20,2,2,12,1,0.946,0,0,"NC","a",1,1,2.734,100,2.417
"1","strong","1_3",20,2,2,12,1,0.946,0,0,"NC","b",1,1,1.635,100,2.232
"1","strong","1_3",20,2,2,13,1,1.76,0,0,"NC","a",1,1,1.901,100,2.109
"1","strong","1_3",20,2,2,13,1,1.76,0,0,"NC","b",1,1,1.615,100,2.206
"1","strong","1_3",20,2,2,14,0,1.765,0,1,"NC","a",1,1,2.547,80,2.349
"1","strong","1_3",20,2,2,14,0,1.765,0,1,"NC","b",1,1,1.2,80,1.706
"1","strong","1_3",20,2,2,15,1,2.06,0,0,"NC","a",1,1,2.533,100,2.016
"1","strong","1_3",20,2,2,15,1,2.06,0,0,"NC","b",1,1,1.9,100,6.679
"1","strong","1_3",20,2,2,16,1,4.301,0,0,"C","a",1,3,3.695,60,4.042
"1","strong","1_3",20,2,2,16,1,4.301,0,0,"C","b",1,3,2.668,70,2.591
"1","strong","1_3",20,2,2,17,1,1.69,0,0,"C","a",0,1,2.237,100,2.351
"1","strong","1_3",20,2,2,17,1,1.69,0,0,"C","b",0,1,2.22,100,2.273
"1","strong","1_3",20,2,2,18,1,3.322,0,0,"C","a",0,4,2.24,50,3.903
"1","strong","1_3",20,2,2,18,1,3.322,0,0,"C","b",0,4,1.358,50,1.514
"1","strong","1_3",20,2,2,19,1,0.966,0,0,"NC","a",1,1,3.018,100,1.957
"1","strong","1_3",20,2,2,19,1,0.966,0,0,"NC","b",1,1,1.393,100,2.009
"1","strong","1_3",20,2,2,20,1,1.097,0,0,"NC","a",0,4,2.78,0,1.314
"1","strong","1_3",20,2,2,20,1,1.097,0,0,"NC","b",0,4,0.613,0,0.982
"1","strong","1_4",38,2,2,1,1,0.691,0,0,"C","a",0,1,2.779,100,1.988
"1","strong","1_4",38,2,2,1,1,0.691,0,0,"C","b",0,1,1.316,100,1.912
"1","strong","1_4",38,2,2,2,1,0.601,0,0,"NC","a",1,1,4.05,100,2.035
"1","strong","1_4",38,2,2,2,1,0.601,0,0,"NC","b",1,1,1.359,100,2.072
"1","strong","1_4",38,2,2,3,0,1.684,0,1,"C","a",0,1,2.651,100,2.051
"1","strong","1_4",38,2,2,3,0,1.684,0,1,"C","b",0,1,2.833,100,1.823
"1","strong","1_4",38,2,2,4,0,2.418,0,1,"NC","a",1,1,3.019,100,2.701
"1","strong","1_4",38,2,2,4,0,2.418,0,1,"NC","b",1,1,1.865,100,3.442
"1","strong","1_4",38,2,2,5,1,0.799,0,0,"NC","a",1,1,3.092,100,2.517
"1","strong","1_4",38,2,2,5,1,0.799,0,0,"NC","b",1,1,1.909,100,2.417
"1","strong","1_4",38,2,2,6,1,2.14,0,0,"C","a",0,1,2.932,100,2.088
"1","strong","1_4",38,2,2,6,1,2.14,0,0,"C","b",0,1,3.072,100,1.945
"1","strong","1_4",38,2,2,7,0,0.939,0,1,"C","a",0,1,3.065,100,2.383
"1","strong","1_4",38,2,2,7,0,0.939,0,1,"C","b",0,1,1.117,100,1.757
"1","strong","1_4",38,2,2,8,0,1.584,0,1,"C","a",0,1,4.369,100,2.312
"1","strong","1_4",38,2,2,8,0,1.584,0,1,"C","b",0,1,1.061,100,1.706
"1","strong","1_4",38,2,2,9,0,1.945,1,1,"C","a",0,NA,5.108,NA,NA
"1","strong","1_4",38,2,2,9,0,1.945,1,1,"C","b",0,2,1.639,2,5.023
"1","strong","1_4",38,2,2,10,1,1.052,0,0,"NC","a",0,2,3.639,100,1.83
"1","strong","1_4",38,2,2,10,1,1.052,0,0,"NC","b",0,2,1.422,100,1.792
"1","strong","1_4",38,2,2,11,1,1.322,0,0,"C","a",0,1,2.901,100,2.267
"1","strong","1_4",38,2,2,11,1,1.322,0,0,"C","b",0,1,1.486,100,1.836
"1","strong","1_4",38,2,2,12,1,1.281,0,0,"NC","a",1,1,2.989,100,1.775
"1","strong","1_4",38,2,2,12,1,1.281,0,0,"NC","b",1,1,0.926,100,1.864
"1","strong","1_4",38,2,2,13,0,1.835,0,1,"NC","a",1,1,2.165,100,1.954
"1","strong","1_4",38,2,2,13,0,1.835,0,1,"NC","b",1,1,1.242,100,1.983
"1","strong","1_4",38,2,2,14,1,2.284,0,0,"NC","a",1,1,2.871,100,2.118
"1","strong","1_4",38,2,2,14,1,2.284,0,0,"NC","b",1,1,1.123,100,1.729
"1","strong","1_4",38,2,2,15,0,1.998,0,1,"NC","a",1,1,3.477,100,1.89
"1","strong","1_4",38,2,2,15,0,1.998,0,1,"NC","b",1,1,1.428,100,2.463
"1","strong","1_4",38,2,2,16,0,1.932,0,1,"C","a",0,1,4.67,50,2.968
"1","strong","1_4",38,2,2,16,0,1.932,0,1,"C","b",0,4,2.952,100,2.498
"1","strong","1_4",38,2,2,17,1,2.119,0,0,"C","a",0,1,3.791,100,2.245
"1","strong","1_4",38,2,2,17,1,2.119,0,0,"C","b",0,1,1.202,100,1.824
"1","strong","1_4",38,2,2,18,0,3.008,0,1,"C","a",0,1,3.848,50,2.733
"1","strong","1_4",38,2,2,18,0,3.008,0,1,"C","b",0,2,1.212,55,3.213
"1","strong","1_4",38,2,2,19,0,2.426,0,1,"NC","a",1,1,3.645,100,2.103
"1","strong","1_4",38,2,2,19,0,2.426,0,1,"NC","b",1,1,1.272,100,3.463
"1","strong","1_4",38,2,2,20,1,0.928,0,0,"NC","a",1,1,2.922,100,1.906
"1","strong","1_4",38,2,2,20,1,0.928,0,0,"NC","b",1,1,2.751,100,1.92
"1","strong","1_5",30,1,2,1,1,2.047,0,0,"C","a",0,1,4.236,80,3.587
"1","strong","1_5",30,1,2,1,1,2.047,0,0,"C","b",0,1,1.923,80,1.921
"1","strong","1_5",30,1,2,2,1,2.348,0,0,"NC","a",1,1,4.984,80,2.7
"1","strong","1_5",30,1,2,2,1,2.348,0,0,"NC","b",1,1,1.516,50,2.058
"1","strong","1_5",30,1,2,3,1,2.274,0,0,"C","a",0,4,4.758,100,5.509
"1","strong","1_5",30,1,2,3,1,2.274,0,0,"C","b",0,4,4.132,100,1.892
"1","strong","1_5",30,1,2,4,1,5.222,0,0,"NC","a",1,1,2.667,50,1.913
"1","strong","1_5",30,1,2,4,1,5.222,0,0,"NC","b",1,1,3.282,50,1.484
"1","strong","1_5",30,1,2,5,1,1.668,0,0,"NC","a",1,1,4.08,90,4.24
"1","strong","1_5",30,1,2,5,1,1.668,0,0,"NC","b",1,1,5.88,100,2.129
"1","strong","1_5",30,1,2,6,1,3.516,0,0,"C","a",0,1,3.56,100,2.867
"1","strong","1_5",30,1,2,6,1,3.516,0,0,"C","b",0,1,2.318,100,2.647
"1","strong","1_5",30,1,2,7,1,3.426,0,0,"C","a",0,1,3.107,80,4.187
"1","strong","1_5",30,1,2,7,1,3.426,0,0,"C","b",1,3,11.092,95,3.3
"1","strong","1_5",30,1,2,8,0,2.146,0,1,"C","a",1,3,3.673,100,1.688
"1","strong","1_5",30,1,2,8,0,2.146,0,1,"C","b",1,3,1.79,100,1.782
"1","strong","1_5",30,1,2,9,1,3.502,0,0,"C","a",0,1,4.446,100,1.961
"1","strong","1_5",30,1,2,9,1,3.502,0,0,"C","b",0,1,1.945,100,1.824
"1","strong","1_5",30,1,2,10,1,4.977,0,0,"NC","a",0,3,4.629,0,1.839
"1","strong","1_5",30,1,2,10,1,4.977,0,0,"NC","b",1,1,5.684,20,1.524
"1","strong","1_5",30,1,2,11,1,2.516,0,0,"C","a",1,3,4.622,100,2.018
"1","strong","1_5",30,1,2,11,1,2.516,0,0,"C","b",1,3,7.353,100,2.015
"1","strong","1_5",30,1,2,12,1,1.736,0,0,"NC","a",1,1,3.003,100,2.012
"1","strong","1_5",30,1,2,12,1,1.736,0,0,"NC","b",1,1,0.914,100,1.576
"1","strong","1_5",30,1,2,13,1,4.061,0,0,"NC","a",0,3,4.301,45,3.523
"1","strong","1_5",30,1,2,13,1,4.061,0,0,"NC","b",0,3,0.981,45,2.143
"1","strong","1_5",30,1,2,14,1,2.752,0,0,"NC","a",1,1,3.365,100,2.064
"1","strong","1_5",30,1,2,14,1,2.752,0,0,"NC","b",1,1,0.975,100,1.425
"1","strong","1_5",30,1,2,15,0,5.92,0,1,"NC","a",1,1,2.928,100,2.768
"1","strong","1_5",30,1,2,15,0,5.92,0,1,"NC","b",1,1,1.783,100,1.865
"1","strong","1_5",30,1,2,16,1,3.22,1,1,"C","a",0,NA,5.111,NA,NA
"1","strong","1_5",30,1,2,16,1,3.22,1,1,"C","b",0,4,2.502,100,1.714
"1","strong","1_5",30,1,2,17,1,7.301,0,0,"C","a",0,1,3.265,100,1.761
"1","strong","1_5",30,1,2,17,1,7.301,0,0,"C","b",0,1,2.163,100,1.84
"1","strong","1_5",30,1,2,18,1,2.594,0,0,"C","a",1,3,3.968,20,1.623
"1","strong","1_5",30,1,2,18,1,2.594,0,0,"C","b",0,4,1.584,100,1.951
"1","strong","1_5",30,1,2,19,1,2.117,0,0,"NC","a",1,1,3.313,90,3.16
"1","strong","1_5",30,1,2,19,1,2.117,0,0,"NC","b",1,1,4.26,100,2.367
"1","strong","1_5",30,1,2,20,1,1.998,0,0,"NC","a",1,1,3.056,100,2.46
"1","strong","1_5",30,1,2,20,1,1.998,0,0,"NC","b",1,1,2.387,100,1.828
"1","strong","1_6",19,2,2,1,1,1.348,0,0,"NC","a",1,1,3.054,100,1.693
"1","strong","1_6",19,2,2,1,1,1.348,0,0,"NC","b",1,1,1.067,100,2.194
"1","strong","1_6",19,2,2,2,1,0.645,0,0,"C","a",0,1,4.181,100,1.839
"1","strong","1_6",19,2,2,2,1,0.645,0,0,"C","b",0,1,1.033,100,1.451
"1","strong","1_6",19,2,2,3,1,2.513,0,0,"NC","a",0,4,4.992,0,1.459
"1","strong","1_6",19,2,2,3,1,2.513,0,0,"NC","b",0,2,3.375,10,2.7
"1","strong","1_6",19,2,2,4,1,1.586,1,1,"C","a",0,NA,5.007,NA,NA
"1","strong","1_6",19,2,2,4,1,1.586,1,1,"C","b",0,1,3.117,20,3.066
"1","strong","1_6",19,2,2,5,1,3.251,0,0,"C","a",1,3,4.876,100,2.966
"1","strong","1_6",19,2,2,5,1,3.251,0,0,"C","b",1,3,3.491,100,1.548
"1","strong","1_6",19,2,2,6,1,1.145,0,0,"NC","a",1,1,3.659,100,1.601
"1","strong","1_6",19,2,2,6,1,1.145,0,0,"NC","b",1,1,2.081,100,1.587
"1","strong","1_6",19,2,2,7,1,1.371,0,0,"NC","a",1,1,3.043,100,1.545
"1","strong","1_6",19,2,2,7,1,1.371,0,0,"NC","b",1,1,1.111,100,1.845
"1","strong","1_6",19,2,2,8,1,1.742,0,0,"NC","a",1,1,2.831,100,1.59
"1","strong","1_6",19,2,2,8,1,1.742,0,0,"NC","b",1,1,0.801,100,1.467
"1","strong","1_6",19,2,2,9,1,0.971,0,0,"NC","a",1,1,3.112,100,1.801
"1","strong","1_6",19,2,2,9,1,0.971,0,0,"NC","b",1,1,0.791,100,1.903
"1","strong","1_6",19,2,2,10,1,3.467,0,0,"C","a",0,2,4.467,50,2.604
"1","strong","1_6",19,2,2,10,1,3.467,0,0,"C","b",0,2,1.943,50,1.532
"1","strong","1_6",19,2,2,11,1,1.385,0,0,"NC","a",1,1,4.001,100,1.318
"1","strong","1_6",19,2,2,11,1,1.385,0,0,"NC","b",1,1,1.498,100,1.502
"1","strong","1_6",19,2,2,12,1,0.686,0,0,"C","a",0,1,3.601,100,1.329
"1","strong","1_6",19,2,2,12,1,0.686,0,0,"C","b",0,1,0.9,100,1.549
"1","strong","1_6",19,2,2,13,1,1.085,0,0,"C","a",0,1,2.836,100,2.438
"1","strong","1_6",19,2,2,13,1,1.085,0,0,"C","b",0,1,1.11,100,1.955
"1","strong","1_6",19,2,2,14,1,0.569,0,0,"C","a",0,1,3.039,100,1.616
"1","strong","1_6",19,2,2,14,1,0.569,0,0,"C","b",0,1,1.117,100,1.582
"1","strong","1_6",19,2,2,15,1,1.557,0,0,"C","a",0,1,2.941,100,1.257
"1","strong","1_6",19,2,2,15,1,1.557,0,0,"C","b",0,1,0.878,100,1.572
"1","strong","1_6",19,2,2,16,1,1.877,0,0,"NC","a",1,1,2.725,100,1.631
"1","strong","1_6",19,2,2,16,1,1.877,0,0,"NC","b",1,1,2.198,100,1.572
"1","strong","1_6",19,2,2,17,1,1.916,0,0,"NC","a",1,1,3.184,100,1.776
"1","strong","1_6",19,2,2,17,1,1.916,0,0,"NC","b",1,1,2.182,100,1.93
"1","strong","1_6",19,2,2,18,1,2.244,0,0,"NC","a",1,1,4.23,50,1.969
"1","strong","1_6",19,2,2,18,1,2.244,0,0,"NC","b",1,1,2.19,50,1.793
"1","strong","1_6",19,2,2,19,1,0.648,0,0,"C","a",0,1,2.827,100,1.82
"1","strong","1_6",19,2,2,19,1,0.648,0,0,"C","b",0,1,1.537,100,1.899
"1","strong","1_6",19,2,2,20,1,2.046,0,0,"C","a",0,1,4.522,100,1.868
"1","strong","1_6",19,2,2,20,1,2.046,0,0,"C","b",0,1,0.947,100,1.116
"1","strong","1_7",21,2,2,1,1,3.387,0,0,"NC","a",0,3,4.582,25,7.891
"1","strong","1_7",21,2,2,1,1,3.387,0,0,"NC","b",0,3,3.697,80,2.453
"1","strong","1_7",21,2,2,2,1,2.455,0,0,"C","a",0,4,3.947,0,4.927
"1","strong","1_7",21,2,2,2,1,2.455,0,0,"C","b",0,2,13.209,0,2.862
"1","strong","1_7",21,2,2,3,1,3.424,0,0,"NC","a",0,3,4.305,20,3.157
"1","strong","1_7",21,2,2,3,1,3.424,0,0,"NC","b",0,3,2.221,25,2.275
"1","strong","1_7",21,2,2,4,1,1.117,0,0,"C","a",1,3,3.791,100,2.233
"1","strong","1_7",21,2,2,4,1,1.117,0,0,"C","b",1,3,1.57,100,1.697
"1","strong","1_7",21,2,2,5,1,1.682,0,0,"C","a",1,3,2.905,100,2.827
"1","strong","1_7",21,2,2,5,1,1.682,0,0,"C","b",1,3,2.895,100,2
"1","strong","1_7",21,2,2,6,1,0.895,0,0,"NC","a",1,1,2.97,100,2.906
"1","strong","1_7",21,2,2,6,1,0.895,0,0,"NC","b",1,1,3.296,100,2.655
"1","strong","1_7",21,2,2,7,1,1.834,0,0,"NC","a",1,1,4.182,80,3.863
"1","strong","1_7",21,2,2,7,1,1.834,0,0,"NC","b",1,1,5.377,90,2.287
"1","strong","1_7",21,2,2,8,1,2.096,0,0,"NC","a",1,1,3.21,20,2.777
"1","strong","1_7",21,2,2,8,1,2.096,0,0,"NC","b",1,1,3.351,95,2.721
"1","strong","1_7",21,2,2,9,1,1.531,0,0,"NC","a",1,1,3.701,100,2.796
"1","strong","1_7",21,2,2,9,1,1.531,0,0,"NC","b",1,1,1.921,100,2.599
"1","strong","1_7",21,2,2,10,1,3.163,0,0,"C","a",0,4,4.304,0,5.403
"1","strong","1_7",21,2,2,10,1,3.163,0,0,"C","b",0,4,3.128,0,1.635
"1","strong","1_7",21,2,2,11,1,0.859,0,0,"NC","a",1,1,3.638,95,1.821
"1","strong","1_7",21,2,2,11,1,0.859,0,0,"NC","b",1,1,2.581,100,2.484
"1","strong","1_7",21,2,2,12,1,0.83,0,0,"C","a",0,1,3.263,80,4.227
"1","strong","1_7",21,2,2,12,1,0.83,0,0,"C","b",1,3,4.945,100,4.731
"1","strong","1_7",21,2,2,13,1,1.172,0,0,"C","a",0,1,3.576,80,3.583
"1","strong","1_7",21,2,2,13,1,1.172,0,0,"C","b",0,1,2.332,95,1.553
"1","strong","1_7",21,2,2,14,1,1.764,0,0,"C","a",0,1,2.64,90,8.549
"1","strong","1_7",21,2,2,14,1,1.764,0,0,"C","b",0,1,12.997,80,2.388
"1","strong","1_7",21,2,2,15,1,1.609,0,0,"C","a",0,1,2.81,100,2.474
"1","strong","1_7",21,2,2,15,1,1.609,0,0,"C","b",1,3,6.742,100,2.214
"1","strong","1_7",21,2,2,16,1,1.57,0,0,"NC","a",1,1,2.531,100,2.394
"1","strong","1_7",21,2,2,16,1,1.57,0,0,"NC","b",1,1,1.811,100,2.127
"1","strong","1_7",21,2,2,17,1,1.872,0,0,"NC","a",1,1,3.159,100,2.256
"1","strong","1_7",21,2,2,17,1,1.872,0,0,"NC","b",1,1,3.621,100,1.946
"1","strong","1_7",21,2,2,18,1,1.281,0,0,"NC","a",1,1,4.508,85,5.506
"1","strong","1_7",21,2,2,18,1,1.281,0,0,"NC","b",1,1,5.22,95,2.754
"1","strong","1_7",21,2,2,19,1,4.143,1,1,"C","a",0,NA,5.007,NA,NA
"1","strong","1_7",21,2,2,19,1,4.143,1,1,"C","b",0,1,3.323,100,6.324
"1","strong","1_7",21,2,2,20,1,0.224,0,0,"C","a",0,1,2.917,100,2.153
"1","strong","1_7",21,2,2,20,1,0.224,0,0,"C","b",0,1,1.968,100,2.019
"1","strong","1_8",34,2,2,1,1,1.346,0,0,"C","a",0,1,2.722,100,2.286
"1","strong","1_8",34,2,2,1,1,1.346,0,0,"C","b",0,1,2.862,100,3.161
"1","strong","1_8",34,2,2,2,1,1.746,0,0,"NC","a",0,2,1.103,25,1.862
"1","strong","1_8",34,2,2,2,1,1.746,0,0,"NC","b",1,1,3.652,100,2.09
"1","strong","1_8",34,2,2,3,1,5.204,0,0,"C","a",0,1,1.169,25,4.083
"1","strong","1_8",34,2,2,3,1,5.204,0,0,"C","b",0,1,5.606,25,2.068
"1","strong","1_8",34,2,2,4,0,2.898,0,1,"NC","a",0,2,1.432,25,1.634
"1","strong","1_8",34,2,2,4,0,2.898,0,1,"NC","b",0,2,8.886,25,7.692
"1","strong","1_8",34,2,2,5,1,2.038,0,0,"NC","a",0,2,1.549,25,1.929
"1","strong","1_8",34,2,2,5,1,2.038,0,0,"NC","b",1,1,3.62,100,1.893
"1","strong","1_8",34,2,2,6,0,2.721,0,1,"C","a",0,2,1.54,25,2.496
"1","strong","1_8",34,2,2,6,0,2.721,0,1,"C","b",0,1,7.401,25,3.288
"1","strong","1_8",34,2,2,7,1,2.898,0,0,"C","a",0,2,2.448,25,5.898
