"study","impostor","subject","age","gender","education","item_number","load_acc","load_rt","slow","to_exclude","conflict","response_stage","accuracy","resp_cat","RT","conf","conf_rt"
"2","strong","2_59",61,2,2,3,1,1.809,0,0,"NC","a",1,1,2.585,100,2.413
"2","strong","2_59",61,2,2,3,1,1.809,0,0,"NC","b",1,1,1.623,100,2.249
"2","strong","2_59",61,2,2,4,1,2.257,0,0,"C","a",0,4,3.796,100,2.649
"2","strong","2_59",61,2,2,4,1,2.257,0,0,"C","b",0,4,2.583,0,6.151
"2","strong","2_59",61,2,2,5,0,4.542,0,1,"C","a",1,3,4.008,100,3.344
"2","strong","2_59",61,2,2,5,0,4.542,0,1,"C","b",1,3,2.535,100,4.349
"2","strong","2_59",61,2,2,6,1,2.621,1,1,"NC","a",0,NA,4.107,NA,NA
"2","strong","2_59",61,2,2,6,1,2.621,1,1,"NC","b",1,1,1.41,50,5.038
"2","strong","2_59",61,2,2,7,0,2.822,0,1,"NC","a",1,1,3.474,100,2.247
"2","strong","2_59",61,2,2,7,0,2.822,0,1,"NC","b",1,1,1.911,100,4.128
"2","strong","2_59",61,2,2,8,1,2.527,1,1,"NC","a",0,NA,4.007,NA,NA
"2","strong","2_59",61,2,2,8,1,2.527,1,1,"NC","b",1,1,1.433,50,4.608
"2","strong","2_59",61,2,2,9,1,1.501,0,0,"NC","a",1,1,3.74,100,2.236
"2","strong","2_59",61,2,2,9,1,1.501,0,0,"NC","b",1,1,1.754,100,2.534
"2","strong","2_59",61,2,2,10,1,4.102,0,0,"C","a",0,2,3.34,100,2.423
"2","strong","2_59",61,2,2,10,1,4.102,0,0,"C","b",0,2,2.322,100,4.815
"2","strong","2_59",61,2,2,11,0,2.936,1,1,"NC","a",0,NA,4.011,NA,NA
"2","strong","2_59",61,2,2,11,0,2.936,1,1,"NC","b",1,1,1.526,50,4.774
"2","strong","2_59",61,2,2,12,1,2.376,0,0,"C","a",0,1,2.439,100,2.19
"2","strong","2_59",61,2,2,12,1,2.376,0,0,"C","b",0,1,1.563,100,2.531
"2","strong","2_59",61,2,2,13,1,2.021,0,0,"C","a",0,1,2.799,100,2.095
"2","strong","2_59",61,2,2,13,1,2.021,0,0,"C","b",0,1,1.716,100,2.933
"2","strong","2_59",61,2,2,14,1,1.333,0,0,"C","a",0,1,2.393,100,2.593
"2","strong","2_59",61,2,2,14,1,1.333,0,0,"C","b",0,1,1.331,100,3.218
"2","strong","2_59",61,2,2,15,1,1.946,0,0,"C","a",0,1,2.721,100,3.024
"2","strong","2_59",61,2,2,15,1,1.946,0,0,"C","b",0,1,2.138,100,3.181
"2","strong","2_59",61,2,2,16,1,2.623,0,0,"NC","a",1,1,2.543,100,3.131
"2","strong","2_59",61,2,2,16,1,2.623,0,0,"NC","b",1,1,1.277,100,3.434
"2","strong","2_59",61,2,2,17,1,4.4,0,0,"NC","a",1,1,2.88,100,2.772
"2","strong","2_59",61,2,2,17,1,4.4,0,0,"NC","b",1,1,1.302,100,2.651
"2","strong","2_59",61,2,2,18,0,2.327,0,1,"NC","a",0,2,3.486,100,4.62
"2","strong","2_59",61,2,2,18,0,2.327,0,1,"NC","b",1,1,3.261,100,2.441
"2","strong","2_59",61,2,2,19,1,3.654,0,0,"C","a",0,1,3.401,0,5.447
"2","strong","2_59",61,2,2,19,1,3.654,0,0,"C","b",0,2,2.684,0,3.746
"2","strong","2_59",61,2,2,20,1,2.278,0,0,"C","a",0,1,3.914,100,2.872
"2","strong","2_59",61,2,2,20,1,2.278,0,0,"C","b",0,1,1.83,100,2.085
"2","strong","2_60",22,2,3,1,1,0.749,1,1,"NC","a",0,NA,4.007,NA,NA
"2","strong","2_60",22,2,3,1,1,0.749,1,1,"NC","b",0,3,6.161,40,2.383
"2","strong","2_60",22,2,3,2,1,1.113,1,1,"C","a",0,NA,4.012,NA,NA
"2","strong","2_60",22,2,3,2,1,1.113,1,1,"C","b",0,1,1.314,80,2.068
"2","strong","2_60",22,2,3,3,1,2.882,1,1,"NC","a",0,NA,4.007,NA,NA
"2","strong","2_60",22,2,3,3,1,2.882,1,1,"NC","b",0,3,6.489,70,2.851
"2","strong","2_60",22,2,3,4,1,1.494,0,0,"C","a",0,1,2.6,40,2.099
"2","strong","2_60",22,2,3,4,1,1.494,0,0,"C","b",0,1,1.959,50,1.633
"2","strong","2_60",22,2,3,5,1,1.824,0,0,"C","a",0,1,3.272,100,3.322
"2","strong","2_60",22,2,3,5,1,1.824,0,0,"C","b",0,1,2.914,100,2.175
"2","strong","2_60",22,2,3,6,1,1.789,0,0,"NC","a",1,1,3.201,100,2.216
"2","strong","2_60",22,2,3,6,1,1.789,0,0,"NC","b",1,1,2.2,100,3.494
"2","strong","2_60",22,2,3,7,1,0.5,0,0,"NC","a",1,1,3.296,100,2.15
"2","strong","2_60",22,2,3,7,1,0.5,0,0,"NC","b",1,1,1.605,100,1.974
"2","strong","2_60",22,2,3,8,1,2.621,0,0,"NC","a",1,1,2.534,80,2.417
"2","strong","2_60",22,2,3,8,1,2.621,0,0,"NC","b",1,1,2.633,100,1.862
"2","strong","2_60",22,2,3,9,1,0.795,1,1,"NC","a",0,NA,4.11,NA,NA
"2","strong","2_60",22,2,3,9,1,0.795,1,1,"NC","b",0,2,0.822,70,2.662
"2","strong","2_60",22,2,3,10,1,1.922,0,0,"C","a",0,1,3.692,40,4.581
"2","strong","2_60",22,2,3,10,1,1.922,0,0,"C","b",0,2,7.237,80,3.048
"2","strong","2_60",22,2,3,11,1,0.885,0,0,"NC","a",1,1,2.966,60,2.348
"2","strong","2_60",22,2,3,11,1,0.885,0,0,"NC","b",1,1,2.028,95,3.046
"2","strong","2_60",22,2,3,12,1,0.53,0,0,"C","a",0,1,2.95,60,3.734
"2","strong","2_60",22,2,3,12,1,0.53,0,0,"C","b",1,3,2.725,100,2.066
"2","strong","2_60",22,2,3,13,1,0.867,0,0,"C","a",0,1,2.921,80,2.379
"2","strong","2_60",22,2,3,13,1,0.867,0,0,"C","b",0,1,1.448,20,10.215
"2","strong","2_60",22,2,3,14,1,0.696,0,0,"C","a",0,1,2.575,100,2.818
"2","strong","2_60",22,2,3,14,1,0.696,0,0,"C","b",0,1,1.003,100,2.742
"2","strong","2_60",22,2,3,15,1,2.846,0,0,"C","a",0,1,2.035,80,4.688
"2","strong","2_60",22,2,3,15,1,2.846,0,0,"C","b",0,1,13.135,50,2.551
"2","strong","2_60",22,2,3,16,1,1.05,0,0,"NC","a",1,1,2.636,100,2.916
"2","strong","2_60",22,2,3,16,1,1.05,0,0,"NC","b",1,1,1.201,100,2.594
"2","strong","2_60",22,2,3,17,1,1.051,0,0,"NC","a",1,1,2.497,100,1.815
"2","strong","2_60",22,2,3,17,1,1.051,0,0,"NC","b",1,1,2.816,100,2.264
"2","strong","2_60",22,2,3,18,1,1.101,0,0,"NC","a",1,1,3.688,30,2.526
"2","strong","2_60",22,2,3,18,1,1.101,0,0,"NC","b",0,2,5.202,50,2.824
"2","strong","2_60",22,2,3,19,1,5.027,0,0,"C","a",0,1,3.459,95,3.374
"2","strong","2_60",22,2,3,19,1,5.027,0,0,"C","b",0,1,2.93,100,1.817
"2","strong","2_60",22,2,3,20,1,1.274,0,0,"C","a",0,1,2.911,100,3.062
"2","strong","2_60",22,2,3,20,1,1.274,0,0,"C","b",0,1,3.388,100,2.1
"2","strong","2_61",26,2,4,1,0,2.446,0,1,"C","a",1,3,3.798,100,2.072
"2","strong","2_61",26,2,4,1,0,2.446,0,1,"C","b",1,3,2.132,100,2.376
"2","strong","2_61",26,2,4,2,1,4.363,0,0,"NC","a",1,1,3.216,75,3.268
"2","strong","2_61",26,2,4,2,1,4.363,0,0,"NC","b",1,1,5.176,75,2.202
"2","strong","2_61",26,2,4,3,1,4.785,1,1,"C","a",0,NA,4.106,NA,NA
"2","strong","2_61",26,2,4,3,1,4.785,1,1,"C","b",1,3,1.282,100,1.55
"2","strong","2_61",26,2,4,4,1,1.902,0,0,"NC","a",1,1,2.998,100,1.827
"2","strong","2_61",26,2,4,4,1,1.902,0,0,"NC","b",1,1,1.556,100,2.069
"2","strong","2_61",26,2,4,5,1,3.28,0,0,"NC","a",1,1,2.656,100,1.779
"2","strong","2_61",26,2,4,5,1,3.28,0,0,"NC","b",1,1,1.517,100,1.765
"2","strong","2_61",26,2,4,6,1,1.518,0,0,"C","a",0,1,2.468,100,3.787
"2","strong","2_61",26,2,4,6,1,1.518,0,0,"C","b",0,1,0.928,100,1.769
"2","strong","2_61",26,2,4,7,1,3.3,0,0,"C","a",0,1,3.52,100,3.013
"2","strong","2_61",26,2,4,7,1,3.3,0,0,"C","b",1,3,6.058,100,2.799
"2","strong","2_61",26,2,4,8,0,2.773,0,1,"C","a",0,1,3.967,0,1.966
"2","strong","2_61",26,2,4,8,0,2.773,0,1,"C","b",1,3,1.788,100,2.78
"2","strong","2_61",26,2,4,9,1,3.602,1,1,"C","a",0,NA,4.106,NA,NA
"2","strong","2_61",26,2,4,9,1,3.602,1,1,"C","b",1,3,2.027,100,2.493
"2","strong","2_61",26,2,4,10,0,2.696,0,1,"NC","a",1,1,4.001,100,2.395
"2","strong","2_61",26,2,4,10,0,2.696,0,1,"NC","b",1,1,3.13,100,1.398
"2","strong","2_61",26,2,4,11,1,2.224,0,0,"C","a",0,1,3.343,100,2.282
"2","strong","2_61",26,2,4,11,1,2.224,0,0,"C","b",1,3,6.702,100,2.077
"2","strong","2_61",26,2,4,12,0,3.78,1,1,"NC","a",0,NA,4.005,NA,NA
"2","strong","2_61",26,2,4,12,0,3.78,1,1,"NC","b",1,1,1.579,100,2.027
"2","strong","2_61",26,2,4,13,1,3.4,0,0,"NC","a",1,1,3.486,75,4.617
"2","strong","2_61",26,2,4,13,1,3.4,0,0,"NC","b",1,1,4.426,75,2.159
"2","strong","2_61",26,2,4,14,1,3.839,0,0,"NC","a",1,1,2.701,100,1.875
"2","strong","2_61",26,2,4,14,1,3.839,0,0,"NC","b",1,1,3.013,100,2.285
"2","strong","2_61",26,2,4,15,1,1.489,0,0,"NC","a",1,1,2.577,100,2.11
"2","strong","2_61",26,2,4,15,1,1.489,0,0,"NC","b",1,1,1.385,100,2.046
"2","strong","2_61",26,2,4,16,1,5.386,0,0,"C","a",1,3,2.942,100,2.633
"2","strong","2_61",26,2,4,16,1,5.386,0,0,"C","b",1,3,2.797,100,1.805
"2","strong","2_61",26,2,4,17,1,2.101,0,0,"C","a",1,3,2.504,100,2.819
"2","strong","2_61",26,2,4,17,1,2.101,0,0,"C","b",1,3,1.667,100,1.671
"2","strong","2_61",26,2,4,18,1,3.431,0,0,"C","a",1,3,3.784,100,1.63
"2","strong","2_61",26,2,4,18,1,3.431,0,0,"C","b",1,3,2.601,100,3.177
"2","strong","2_61",26,2,4,19,1,2.994,0,0,"NC","a",1,1,3.924,75,2.98
"2","strong","2_61",26,2,4,19,1,2.994,0,0,"NC","b",1,1,3.233,100,1.35
"2","strong","2_61",26,2,4,20,0,7.634,0,1,"NC","a",1,1,3.298,100,3.869
"2","strong","2_61",26,2,4,20,0,7.634,0,1,"NC","b",1,1,4.477,100,1.69
"2","strong","2_62",33,2,3,1,1,1.483,0,0,"NC","a",0,4,3.741,100,1.648
"2","strong","2_62",33,2,3,1,1,1.483,0,0,"NC","b",0,4,0.933,100,1.199
"2","strong","2_62",33,2,3,2,1,1.66,0,0,"C","a",1,3,2.388,100,1.581
"2","strong","2_62",33,2,3,2,1,1.66,0,0,"C","b",1,3,0.74,100,1.279
"2","strong","2_62",33,2,3,3,1,1.471,0,0,"NC","a",1,1,2.269,100,1.511
"2","strong","2_62",33,2,3,3,1,1.471,0,0,"NC","b",1,1,0.59,100,1.232
"2","strong","2_62",33,2,3,4,1,1.459,0,0,"C","a",1,3,2.343,100,1.606
"2","strong","2_62",33,2,3,4,1,1.459,0,0,"C","b",1,3,1.034,100,1.245
"2","strong","2_62",33,2,3,5,1,1.45,0,0,"C","a",0,4,2.3,100,2.232
"2","strong","2_62",33,2,3,5,1,1.45,0,0,"C","b",1,3,1.578,100,1.757
"2","strong","2_62",33,2,3,6,1,1.604,0,0,"NC","a",1,1,3.319,100,1.624
"2","strong","2_62",33,2,3,6,1,1.604,0,0,"NC","b",1,1,2.392,100,1.381
"2","strong","2_62",33,2,3,7,0,3.104,0,1,"NC","a",1,1,3.496,100,1.386
"2","strong","2_62",33,2,3,7,0,3.104,0,1,"NC","b",1,1,1.567,100,1.44
"2","strong","2_62",33,2,3,8,1,2.046,0,0,"NC","a",1,1,3.132,100,1.882
"2","strong","2_62",33,2,3,8,1,2.046,0,0,"NC","b",1,1,0.489,100,1.548
"2","strong","2_62",33,2,3,9,1,0.491,0,0,"NC","a",1,1,3.989,100,2.2
"2","strong","2_62",33,2,3,9,1,0.491,0,0,"NC","b",1,1,1.934,100,1.43
"2","strong","2_62",33,2,3,10,1,1.755,1,1,"C","a",0,NA,4.011,NA,NA
"2","strong","2_62",33,2,3,10,1,1.755,1,1,"C","b",0,1,2.688,0,2.633
"2","strong","2_62",33,2,3,11,1,2.077,0,0,"NC","a",1,1,3.254,80,2.379
"2","strong","2_62",33,2,3,11,1,2.077,0,0,"NC","b",1,1,1.734,80,1.412
"2","strong","2_62",33,2,3,12,1,1.482,0,0,"C","a",0,1,2.251,0,2.826
"2","strong","2_62",33,2,3,12,1,1.482,0,0,"C","b",1,3,1.888,100,1.765
"2","strong","2_62",33,2,3,13,1,1.4,0,0,"C","a",0,4,3.161,100,1.662
"2","strong","2_62",33,2,3,13,1,1.4,0,0,"C","b",0,4,1.263,100,1.416
"2","strong","2_62",33,2,3,14,1,1.017,0,0,"C","a",1,3,3.802,100,1.564
"2","strong","2_62",33,2,3,14,1,1.017,0,0,"C","b",1,3,0.682,100,1.227
"2","strong","2_62",33,2,3,15,1,0.828,0,0,"C","a",1,3,3.446,100,1.573
"2","strong","2_62",33,2,3,15,1,0.828,0,0,"C","b",1,3,1.666,100,1.578
"2","strong","2_62",33,2,3,16,1,1.469,0,0,"NC","a",1,1,1.973,100,1.476
"2","strong","2_62",33,2,3,16,1,1.469,0,0,"NC","b",1,1,0.651,100,1.29
"2","strong","2_62",33,2,3,17,1,0.917,0,0,"NC","a",1,1,3.494,100,1.353
"2","strong","2_62",33,2,3,17,1,0.917,0,0,"NC","b",1,1,0.694,100,1.226
"2","strong","2_62",33,2,3,18,1,1.448,1,1,"NC","a",0,NA,4.006,NA,NA
"2","strong","2_62",33,2,3,18,1,1.448,1,1,"NC","b",0,4,0.714,100,2.004
"2","strong","2_62",33,2,3,19,1,0.954,0,0,"C","a",0,1,2.902,0,1.701
"2","strong","2_62",33,2,3,19,1,0.954,0,0,"C","b",1,3,0.875,100,2.138
"2","strong","2_62",33,2,3,20,1,1.055,0,0,"C","a",1,3,3.293,100,1.379
"2","strong","2_62",33,2,3,20,1,1.055,0,0,"C","b",1,3,0.723,100,1.425
"2","strong","2_63",22,2,2,1,1,3.166,0,0,"C","a",0,1,3.051,50,6.705
"2","strong","2_63",22,2,2,1,1,3.166,0,0,"C","b",1,3,2.556,0,3.011
"2","strong","2_63",22,2,2,2,0,2.128,0,1,"NC","a",0,4,3.358,0,2.953
"2","strong","2_63",22,2,2,2,0,2.128,0,1,"NC","b",1,1,4.238,50,2.726
"2","strong","2_63",22,2,2,3,1,1.791,0,0,"C","a",0,1,2.6,50,2.942
"2","strong","2_63",22,2,2,3,1,1.791,0,0,"C","b",0,1,2.601,75,2.281
"2","strong","2_63",22,2,2,4,1,0.908,0,0,"NC","a",1,1,2.573,75,2.209
"2","strong","2_63",22,2,2,4,1,0.908,0,0,"NC","b",1,1,3.025,100,3.83
"2","strong","2_63",22,2,2,5,1,1.875,0,0,"NC","a",1,1,2.697,100,3.3
"2","strong","2_63",22,2,2,5,1,1.875,0,0,"NC","b",1,1,2.64,100,2.838
"2","strong","2_63",22,2,2,6,1,1.843,0,0,"C","a",0,1,3.399,75,3.29
"2","strong","2_63",22,2,2,6,1,1.843,0,0,"C","b",1,3,3.68,75,2.652
"2","strong","2_63",22,2,2,7,1,1.019,0,0,"C","a",1,3,3.194,50,2.806
"2","strong","2_63",22,2,2,7,1,1.019,0,0,"C","b",1,3,6.14,75,2.514
"2","strong","2_63",22,2,2,8,0,4.245,0,1,"C","a",0,1,2.5,0,5.108
"2","strong","2_63",22,2,2,8,0,4.245,0,1,"C","b",1,3,3.89,100,3.305
"2","strong","2_63",22,2,2,9,1,2.095,0,0,"C","a",0,1,2.801,0,2.803
"2","strong","2_63",22,2,2,9,1,2.095,0,0,"C","b",1,3,2.831,100,2.863
"2","strong","2_63",22,2,2,10,1,2.803,0,0,"NC","a",1,1,3.994,75,3.782
"2","strong","2_63",22,2,2,10,1,2.803,0,0,"NC","b",1,1,3.201,100,2.762
"2","strong","2_63",22,2,2,11,1,1.301,0,0,"C","a",0,1,3.964,0,2.908
"2","strong","2_63",22,2,2,11,1,1.301,0,0,"C","b",1,3,3.467,75,3.63
"2","strong","2_63",22,2,2,12,1,3.2,0,0,"NC","a",1,1,2.9,100,2.726
"2","strong","2_63",22,2,2,12,1,3.2,0,0,"NC","b",1,1,2.5,100,3.614
"2","strong","2_63",22,2,2,13,1,1.39,0,0,"NC","a",1,1,2.138,75,2.933
"2","strong","2_63",22,2,2,13,1,1.39,0,0,"NC","b",1,1,1.987,100,2.767
"2","strong","2_63",22,2,2,14,1,2.821,0,0,"NC","a",1,1,2.232,75,2.048
"2","strong","2_63",22,2,2,14,1,2.821,0,0,"NC","b",1,1,2.823,100,2.659
"2","strong","2_63",22,2,2,15,1,3.001,0,0,"NC","a",1,1,2.949,50,2.784
"2","strong","2_63",22,2,2,15,1,3.001,0,0,"NC","b",1,1,5.18,100,2.678
"2","strong","2_63",22,2,2,16,1,2.09,0,0,"C","a",0,1,2.201,0,2.136
"2","strong","2_63",22,2,2,16,1,2.09,0,0,"C","b",1,3,3.334,100,4.152
"2","strong","2_63",22,2,2,17,1,3.482,0,0,"C","a",1,3,3.76,50,4.848
"2","strong","2_63",22,2,2,17,1,3.482,0,0,"C","b",1,3,3.988,75,2.941
"2","strong","2_63",22,2,2,18,0,5.119,0,1,"C","a",0,1,3.998,0,5.797
"2","strong","2_63",22,2,2,18,0,5.119,0,1,"C","b",1,3,7.858,50,3.767
"2","strong","2_63",22,2,2,19,1,2.887,1,1,"NC","a",0,NA,4.111,NA,NA
"2","strong","2_63",22,2,2,19,1,2.887,1,1,"NC","b",1,1,3.466,100,2.673
"2","strong","2_63",22,2,2,20,1,1.42,0,0,"NC","a",1,1,2.835,75,4.491
"2","strong","2_63",22,2,2,20,1,1.42,0,0,"NC","b",1,1,3.063,100,2.973
"2","strong","2_64",59,2,3,1,1,1.28,0,0,"C","a",1,3,3.101,100,2.497
"2","strong","2_64",59,2,3,1,1,1.28,0,0,"C","b",0,1,3.964,50,3.453
"2","strong","2_64",59,2,3,2,1,3.978,0,0,"NC","a",1,1,2.901,100,2.38
"2","strong","2_64",59,2,3,2,1,3.978,0,0,"NC","b",1,1,1.322,100,2.13
"2","strong","2_64",59,2,3,3,1,1.631,0,0,"C","a",0,1,2.425,100,1.991
"2","strong","2_64",59,2,3,3,1,1.631,0,0,"C","b",0,1,1.163,100,2.302
"2","strong","2_64",59,2,3,4,1,2.977,0,0,"NC","a",1,1,2.735,100,2.068
"2","strong","2_64",59,2,3,4,1,2.977,0,0,"NC","b",1,1,0.975,100,2.18
"2","strong","2_64",59,2,3,5,1,1.501,0,0,"NC","a",1,1,3.35,100,2.1
"2","strong","2_64",59,2,3,5,1,1.501,0,0,"NC","b",1,1,1.001,100,2.202
"2","strong","2_64",59,2,3,6,1,1.701,1,1,"C","a",0,NA,4.107,NA,NA
"2","strong","2_64",59,2,3,6,1,1.701,1,1,"C","b",0,1,2.592,100,2.259
"2","strong","2_64",59,2,3,7,1,2.185,0,0,"C","a",0,1,3.086,100,1.966
"2","strong","2_64",59,2,3,7,1,2.185,0,0,"C","b",0,1,0.961,100,2.004
"2","strong","2_64",59,2,3,8,1,3.119,0,0,"C","a",0,1,2.883,50,6.662
"2","strong","2_64",59,2,3,8,1,3.119,0,0,"C","b",0,1,3.323,100,2.144
"2","strong","2_64",59,2,3,9,0,3.127,1,1,"C","a",0,NA,4.007,NA,NA
"2","strong","2_64",59,2,3,9,0,3.127,1,1,"C","b",0,1,1.474,100,2.103
"2","strong","2_64",59,2,3,10,0,4.1,0,1,"NC","a",1,1,3.375,50,3.375
"2","strong","2_64",59,2,3,10,0,4.1,0,1,"NC","b",0,2,1.377,100,1.986
"2","strong","2_64",59,2,3,11,1,5.054,1,1,"C","a",0,NA,4.106,NA,NA
"2","strong","2_64",59,2,3,11,1,5.054,1,1,"C","b",0,1,1.501,100,1.973
"2","strong","2_64",59,2,3,12,1,3.885,0,0,"NC","a",1,1,2.262,100,2.601
"2","strong","2_64",59,2,3,12,1,3.885,0,0,"NC","b",1,1,1.165,100,2.307
"2","strong","2_64",59,2,3,13,1,2.546,0,0,"NC","a",0,3,3.156,50,3.33
"2","strong","2_64",59,2,3,13,1,2.546,0,0,"NC","b",1,1,0.8,100,2.149
"2","strong","2_64",59,2,3,14,1,2,0,0,"NC","a",1,1,2.598,100,2.12
"2","strong","2_64",59,2,3,14,1,2,0,0,"NC","b",1,1,1.219,100,2.229
"2","strong","2_64",59,2,3,15,0,3.843,0,1,"NC","a",1,1,2.3,100,2.767
"2","strong","2_64",59,2,3,15,0,3.843,0,1,"NC","b",1,1,0.931,100,1.933
"2","strong","2_64",59,2,3,16,0,3.211,0,1,"C","a",0,1,1.975,100,2.036
"2","strong","2_64",59,2,3,16,0,3.211,0,1,"C","b",0,1,0.981,100,1.67
"2","strong","2_64",59,2,3,17,1,0,0,0,"C","a",0,1,2.799,50,6.251
"2","strong","2_64",59,2,3,17,1,0,0,0,"C","b",1,3,6.737,100,2.65
"2","strong","2_64",59,2,3,18,0,4.587,0,1,"C","a",0,1,3.222,100,2.003
"2","strong","2_64",59,2,3,18,0,4.587,0,1,"C","b",0,1,1.783,100,1.889
"2","strong","2_64",59,2,3,19,1,3.239,0,0,"NC","a",1,1,2.493,100,2.13
"2","strong","2_64",59,2,3,19,1,3.239,0,0,"NC","b",1,1,1.066,100,2.444
"2","strong","2_64",59,2,3,20,1,3.494,0,0,"NC","a",1,1,3.062,0,4.206
"2","strong","2_64",59,2,3,20,1,3.494,0,0,"NC","b",1,1,2.956,100,2.293
"2","strong","2_65",41,2,4,1,1,3.398,0,0,"NC","a",1,1,2.136,100,1.303
"2","strong","2_65",41,2,4,1,1,3.398,0,0,"NC","b",1,1,2.54,100,1.405
"2","strong","2_65",41,2,4,2,0,3.16,0,1,"C","a",1,3,2.531,100,0.676
"2","strong","2_65",41,2,4,2,0,3.16,0,1,"C","b",1,3,1.577,100,0.84
"2","strong","2_65",41,2,4,3,1,4.535,0,0,"NC","a",1,1,3.122,50,2.104
"2","strong","2_65",41,2,4,3,1,4.535,0,0,"NC","b",1,1,1.456,50,1.341
"2","strong","2_65",41,2,4,4,0,2.641,0,1,"C","a",1,3,3.883,100,1.533
"2","strong","2_65",41,2,4,4,0,2.641,0,1,"C","b",1,3,2.301,100,1.236
"2","strong","2_65",41,2,4,5,1,5.649,0,0,"C","a",1,3,3.428,100,0.98
"2","strong","2_65",41,2,4,5,1,5.649,0,0,"C","b",1,3,1.68,100,1.052
"2","strong","2_65",41,2,4,6,1,1.526,1,1,"NC","a",0,NA,4.006,NA,NA
"2","strong","2_65",41,2,4,6,1,1.526,1,1,"NC","b",1,1,3.258,100,2.178
"2","strong","2_65",41,2,4,7,1,5.487,0,0,"NC","a",1,1,3.6,100,1.391
"2","strong","2_65",41,2,4,7,1,5.487,0,0,"NC","b",1,1,1.916,100,1.462
"2","strong","2_65",41,2,4,8,1,1.749,0,0,"NC","a",1,1,3.392,100,1.391
"2","strong","2_65",41,2,4,8,1,1.749,0,0,"NC","b",1,1,2.391,100,1.453
"2","strong","2_65",41,2,4,9,1,0.883,0,0,"NC","a",1,1,3.186,100,1.321
"2","strong","2_65",41,2,4,9,1,0.883,0,0,"NC","b",1,1,2.98,100,0.57
"2","strong","2_65",41,2,4,10,1,4.68,0,0,"C","a",0,1,3.701,100,1.56
"2","strong","2_65",41,2,4,10,1,4.68,0,0,"C","b",1,3,4.531,100,1.369
"2","strong","2_65",41,2,4,11,1,2.948,0,0,"NC","a",1,1,3.837,100,1.592
"2","strong","2_65",41,2,4,11,1,2.948,0,0,"NC","b",1,1,4.134,100,1.331
"2","strong","2_65",41,2,4,12,1,2.826,0,0,"C","a",0,1,3.33,0,1.505
"2","strong","2_65",41,2,4,12,1,2.826,0,0,"C","b",1,3,0.7,100,3.161
"2","strong","2_65",41,2,4,13,1,1.611,0,0,"C","a",1,3,2.724,100,1.504
"2","strong","2_65",41,2,4,13,1,1.611,0,0,"C","b",1,3,1.269,100,0.625
"2","strong","2_65",41,2,4,14,1,1.966,0,0,"C","a",1,3,3.749,100,1.906
"2","strong","2_65",41,2,4,14,1,1.966,0,0,"C","b",1,3,2.92,100,1.304
"2","strong","2_65",41,2,4,15,0,0.275,0,1,"C","a",1,3,2.456,100,1.096
"2","strong","2_65",41,2,4,15,0,0.275,0,1,"C","b",0,1,1.231,0,1.325
"2","strong","2_65",41,2,4,16,1,1.147,0,0,"NC","a",1,1,2.025,100,1.331
"2","strong","2_65",41,2,4,16,1,1.147,0,0,"NC","b",1,1,3.898,100,1.236
"2","strong","2_65",41,2,4,17,0,10.191,0,1,"NC","a",1,1,2.617,100,1.265
"2","strong","2_65",41,2,4,17,0,10.191,0,1,"NC","b",1,1,1.268,100,0.79
"2","strong","2_65",41,2,4,18,1,2.436,0,0,"NC","a",0,4,3.21,100,1.163
"2","strong","2_65",41,2,4,18,1,2.436,0,0,"NC","b",0,4,1.602,100,1.327
"2","strong","2_65",41,2,4,19,1,0.934,0,0,"C","a",1,3,3.401,50,1.827
"2","strong","2_65",41,2,4,19,1,0.934,0,0,"C","b",0,4,6.2,100,1.185
"2","strong","2_65",41,2,4,20,0,2.577,0,1,"C","a",0,1,2.401,0,3.505
"2","strong","2_65",41,2,4,20,0,2.577,0,1,"C","b",1,3,3.043,100,1.487
"2","strong","2_66",52,1,2,1,1,2.682,0,0,"C","a",0,1,3.972,100,1.75
"2","strong","2_66",52,1,2,1,1,2.682,0,0,"C","b",0,1,0.833,100,1.54
"2","strong","2_66",52,1,2,2,1,2.32,0,0,"NC","a",1,1,2.389,100,1.702
"2","strong","2_66",52,1,2,2,1,2.32,0,0,"NC","b",1,1,0.86,100,2.17
"2","strong","2_66",52,1,2,3,1,1.459,0,0,"C","a",0,1,3.546,100,2.171
"2","strong","2_66",52,1,2,3,1,1.459,0,0,"C","b",0,1,1.751,100,1.478
"2","strong","2_66",52,1,2,4,1,1.361,0,0,"NC","a",0,4,2.554,100,1.428
"2","strong","2_66",52,1,2,4,1,1.361,0,0,"NC","b",0,4,1.961,100,1.519
"2","strong","2_66",52,1,2,5,1,2.25,0,0,"NC","a",1,1,2.863,100,2.278
"2","strong","2_66",52,1,2,5,1,2.25,0,0,"NC","b",1,1,0.863,100,1.679
"2","strong","2_66",52,1,2,6,1,2.585,0,0,"C","a",0,1,2.321,0,2.678
"2","strong","2_66",52,1,2,6,1,2.585,0,0,"C","b",1,3,3.76,100,2.579
"2","strong","2_66",52,1,2,7,1,1.195,1,1,"C","a",0,NA,4.006,NA,NA
"2","strong","2_66",52,1,2,7,1,1.195,1,1,"C","b",1,3,0.887,100,1.973
"2","strong","2_66",52,1,2,8,1,2.368,0,0,"C","a",0,1,3.652,100,2.256
"2","strong","2_66",52,1,2,8,1,2.368,0,0,"C","b",0,1,1.269,100,2.446
"2","strong","2_66",52,1,2,9,1,1.25,0,0,"C","a",0,4,2.755,100,1.56
