"subject","age","gender","education","condition","impostor","trial_number","item_number","response_block","slow","load_acc","to_exclude","conflict","resp_cat","accuracy","RT","conf"
"4_110","35",1,4,"FSW","weak",6,4,"Fast",0,1,0,"NC",1,1,2.7,30
"4_110","35",1,4,"FSW","weak",7,16,"Fast",0,1,0,"C",1,0,2.85,60
"4_110","35",1,4,"FSW","weak",8,3,"Fast",0,0,1,"C",1,0,3.1,30
"4_110","35",1,4,"FSW","weak",9,13,"Fast",0,1,0,"NC",4,0,2.834,50
"4_110","35",1,4,"FSW","weak",10,19,"Fast",0,1,0,"NC",2,0,2.334,20
"4_110","35",1,4,"FSW","weak",11,7,"Slow",NA,NA,0,"NC",1,1,7.018,80
"4_110","35",1,4,"FSW","weak",12,14,"Slow",NA,NA,0,"NC",4,0,6.85,100
"4_110","35",1,4,"FSW","weak",13,20,"Slow",NA,NA,0,"NC",1,1,7.584,100
"4_110","35",1,4,"FSW","weak",14,12,"Slow",NA,NA,0,"NC",3,0,8.183,50
"4_110","35",1,4,"FSW","weak",15,11,"Slow",NA,NA,0,"NC",4,0,9.234,100
"4_110","35",1,4,"FSW","weak",16,1,"Slow",NA,NA,0,"C",2,0,9.984,60
"4_110","35",1,4,"FSW","weak",17,8,"Slow",NA,NA,0,"C",4,0,8.884,100
"4_110","35",1,4,"FSW","weak",18,9,"Slow",NA,NA,0,"C",1,0,10.349,100
"4_110","35",1,4,"FSW","weak",19,2,"Slow",NA,NA,0,"C",4,0,9.317,100
"4_110","35",1,4,"FSW","weak",20,10,"Slow",NA,NA,0,"C",2,0,5.917,50
"4_111","77",2,2,"FSS","strong",1,2,"Fast",0,1,0,"NC",1,1,3.85,90
"4_111","77",2,2,"FSS","strong",2,7,"Fast",0,1,0,"NC",1,1,3.053,100
"4_111","77",2,2,"FSS","strong",3,3,"Fast",0,1,0,"C",1,0,2.982,100
"4_111","77",2,2,"FSS","strong",4,14,"Fast",0,1,0,"NC",1,1,4.102,100
"4_111","77",2,2,"FSS","strong",5,11,"Fast",0,1,0,"C",1,0,4.083,100
"4_111","77",2,2,"FSS","strong",6,17,"Fast",0,1,0,"C",1,0,3.03,100
"4_111","77",2,2,"FSS","strong",7,15,"Fast",0,0,1,"C",1,0,3.554,100
"4_111","77",2,2,"FSS","strong",8,10,"Fast",0,1,0,"NC",1,1,3.669,100
"4_111","77",2,2,"FSS","strong",9,19,"Fast",0,1,0,"NC",1,1,3.949,100
"4_111","77",2,2,"FSS","strong",10,6,"Fast",0,1,0,"C",1,0,3.432,100
"4_111","77",2,2,"FSS","strong",11,5,"Slow",NA,NA,0,"NC",1,1,6.084,100
"4_111","77",2,2,"FSS","strong",12,13,"Slow",NA,NA,0,"NC",1,1,4.653,100
"4_111","77",2,2,"FSS","strong",13,9,"Slow",NA,NA,0,"C",1,0,6.106,100
"4_111","77",2,2,"FSS","strong",14,1,"Slow",NA,NA,0,"C",3,1,21.491,100
"4_111","77",2,2,"FSS","strong",15,20,"Slow",NA,NA,0,"C",1,0,5.254,100
"4_111","77",2,2,"FSS","strong",16,4,"Slow",NA,NA,0,"C",3,1,8.406,100
"4_111","77",2,2,"FSS","strong",17,16,"Slow",NA,NA,0,"C",1,0,5.702,100
"4_111","77",2,2,"FSS","strong",18,18,"Slow",NA,NA,0,"NC",1,1,10.752,100
"4_111","77",2,2,"FSS","strong",19,12,"Slow",NA,NA,0,"NC",1,1,4.419,100
"4_111","77",2,2,"FSS","strong",20,8,"Slow",NA,NA,0,"NC",4,0,13.804,0
"4_112","58",2,4,"SFW","weak",1,1,"Slow",NA,NA,0,"NC",1,1,6.186,100
"4_112","58",2,4,"SFW","weak",2,14,"Slow",NA,NA,0,"C",1,0,2.466,100
"4_112","58",2,4,"SFW","weak",3,6,"Slow",NA,NA,0,"C",3,1,7.947,100
"4_112","58",2,4,"SFW","weak",4,5,"Slow",NA,NA,0,"C",3,1,6.019,100
"4_112","58",2,4,"SFW","weak",5,19,"Slow",NA,NA,0,"NC",1,1,6.765,100
"4_112","58",2,4,"SFW","weak",6,13,"Slow",NA,NA,0,"NC",1,1,4.198,100
"4_112","58",2,4,"SFW","weak",7,9,"Slow",NA,NA,0,"C",3,1,5.182,100
"4_112","58",2,4,"SFW","weak",8,3,"Slow",NA,NA,0,"NC",1,1,2.53,100
"4_112","58",2,4,"SFW","weak",9,18,"Slow",NA,NA,0,"C",3,1,4.982,100
"4_112","58",2,4,"SFW","weak",10,8,"Slow",NA,NA,0,"NC",1,1,10.815,50
"4_112","58",2,4,"SFW","weak",11,20,"Fast",0,1,0,"NC",1,1,2.221,100
"4_112","58",2,4,"SFW","weak",12,11,"Fast",0,1,0,"NC",1,1,2.318,100
"4_112","58",2,4,"SFW","weak",13,15,"Fast",0,1,0,"C",1,0,2.069,100
"4_112","58",2,4,"SFW","weak",14,12,"Fast",0,1,0,"C",1,0,2.579,100
"4_112","58",2,4,"SFW","weak",15,10,"Fast",0,1,0,"C",3,1,3.763,100
"4_112","58",2,4,"SFW","weak",16,16,"Fast",0,0,1,"NC",1,1,2.166,100
"4_112","58",2,4,"SFW","weak",17,7,"Fast",0,0,1,"NC",1,1,3.2,100
"4_112","58",2,4,"SFW","weak",18,2,"Fast",0,1,0,"C",3,1,4.516,100
"4_112","58",2,4,"SFW","weak",19,4,"Fast",0,1,0,"NC",1,1,4.598,75
"4_112","58",2,4,"SFW","weak",20,17,"Fast",0,1,0,"C",3,1,2.133,100
"4_113","53",2,3,"FSS","strong",1,18,"Fast",0,1,0,"NC",1,1,3.634,100
"4_113","53",2,3,"FSS","strong",2,6,"Fast",0,0,1,"C",1,0,4.518,100
"4_113","53",2,3,"FSS","strong",3,3,"Fast",0,1,0,"C",1,0,5.483,100
"4_113","53",2,3,"FSS","strong",4,1,"Fast",0,1,0,"C",1,0,4.2,50
"4_113","53",2,3,"FSS","strong",5,20,"Fast",0,1,0,"NC",1,1,3.467,80
"4_113","53",2,3,"FSS","strong",6,17,"Fast",0,1,0,"NC",1,1,4.566,100
"4_113","53",2,3,"FSS","strong",7,10,"Fast",0,1,0,"C",2,0,3.084,50
"4_113","53",2,3,"FSS","strong",8,2,"Fast",0,1,0,"NC",1,1,3.499,80
"4_113","53",2,3,"FSS","strong",9,16,"Fast",0,1,0,"C",1,0,2.835,100
"4_113","53",2,3,"FSS","strong",10,9,"Fast",0,1,0,"NC",1,1,2.617,50
"4_113","53",2,3,"FSS","strong",11,4,"Slow",NA,NA,0,"C",1,0,4.4,80
"4_113","53",2,3,"FSS","strong",12,8,"Slow",NA,NA,0,"NC",1,1,5.584,100
"4_113","53",2,3,"FSS","strong",13,11,"Slow",NA,NA,0,"NC",1,1,5.667,100
"4_113","53",2,3,"FSS","strong",14,19,"Slow",NA,NA,0,"C",1,0,2.649,100
"4_113","53",2,3,"FSS","strong",15,5,"Slow",NA,NA,0,"C",1,0,6.4,60
"4_113","53",2,3,"FSS","strong",16,7,"Slow",NA,NA,0,"NC",1,1,4.75,100
"4_113","53",2,3,"FSS","strong",17,14,"Slow",NA,NA,0,"C",1,0,5.817,100
"4_113","53",2,3,"FSS","strong",18,13,"Slow",NA,NA,0,"C",1,0,4.995,100
"4_113","53",2,3,"FSS","strong",19,12,"Slow",NA,NA,0,"NC",1,1,4.266,100
"4_113","53",2,3,"FSS","strong",20,15,"Slow",NA,NA,0,"NC",1,1,5.283,100
"4_114","43",1,3,"SFS","strong",1,15,"Slow",NA,NA,0,"NC",1,1,3.2,100
"4_114","43",1,3,"SFS","strong",2,5,"Slow",NA,NA,0,"C",1,0,5.467,100
"4_114","43",1,3,"SFS","strong",3,12,"Slow",NA,NA,0,"C",1,0,9,100
"4_114","43",1,3,"SFS","strong",4,8,"Slow",NA,NA,0,"C",3,1,7.216,100
"4_114","43",1,3,"SFS","strong",5,1,"Slow",NA,NA,0,"NC",1,1,22.6,100
"4_114","43",1,3,"SFS","strong",6,14,"Slow",NA,NA,0,"NC",1,1,1.817,100
"4_114","43",1,3,"SFS","strong",7,7,"Slow",NA,NA,0,"C",1,0,9.134,100
"4_114","43",1,3,"SFS","strong",8,18,"Slow",NA,NA,0,"NC",1,1,10.783,40
"4_114","43",1,3,"SFS","strong",9,20,"Slow",NA,NA,0,"C",1,0,11.635,100
"4_114","43",1,3,"SFS","strong",10,11,"Slow",NA,NA,0,"NC",1,1,10.949,100
"4_114","43",1,3,"SFS","strong",11,2,"Fast",0,1,0,"NC",1,1,3.233,60
"4_114","43",1,3,"SFS","strong",12,9,"Fast",0,1,0,"NC",1,1,4.034,60
"4_114","43",1,3,"SFS","strong",13,10,"Fast",0,1,0,"NC",1,1,4.467,100
"4_114","43",1,3,"SFS","strong",14,13,"Fast",0,0,1,"NC",1,1,3.116,100
"4_114","43",1,3,"SFS","strong",15,3,"Fast",0,1,0,"C",1,0,3.286,100
"4_114","43",1,3,"SFS","strong",16,16,"Fast",0,1,0,"NC",1,1,2.65,100
"4_114","43",1,3,"SFS","strong",17,4,"Fast",0,1,0,"C",4,0,3.6,100
"4_114","43",1,3,"SFS","strong",18,6,"Fast",1,1,1,"C",NA,0,5.033,NA
"4_114","43",1,3,"SFS","strong",19,19,"Fast",0,1,0,"C",3,1,4.433,100
"4_114","43",1,3,"SFS","strong",20,17,"Fast",0,1,0,"C",1,0,4.134,100
"4_115","23",1,2,"SFS","strong",1,12,"Slow",NA,NA,0,"NC",1,1,50.729,100
"4_115","23",1,2,"SFS","strong",2,8,"Slow",NA,NA,0,"C",1,0,56.609,100
"4_115","23",1,2,"SFS","strong",3,11,"Slow",NA,NA,0,"NC",1,1,110.514,100
"4_115","23",1,2,"SFS","strong",4,10,"Slow",NA,NA,0,"C",1,0,79.377,100
"4_115","23",1,2,"SFS","strong",5,4,"Slow",NA,NA,0,"NC",1,1,29.333,100
"4_115","23",1,2,"SFS","strong",6,9,"Slow",NA,NA,0,"NC",1,1,44.249,100
"4_115","23",1,2,"SFS","strong",7,17,"Slow",NA,NA,0,"C",1,0,50.396,90
"4_115","23",1,2,"SFS","strong",8,16,"Slow",NA,NA,0,"C",2,0,75.352,30
"4_115","23",1,2,"SFS","strong",9,13,"Slow",NA,NA,0,"C",1,0,103.08,50
"4_115","23",1,2,"SFS","strong",10,19,"Slow",NA,NA,0,"NC",1,1,55.055,100
"4_115","23",1,2,"SFS","strong",11,7,"Fast",0,0,1,"C",1,0,1.989,30
"4_115","23",1,2,"SFS","strong",12,20,"Fast",0,1,0,"C",2,0,2.356,40
"4_115","23",1,2,"SFS","strong",13,6,"Fast",0,1,0,"NC",2,0,1.988,40
"4_115","23",1,2,"SFS","strong",14,1,"Fast",0,1,0,"NC",2,0,2.155,50
"4_115","23",1,2,"SFS","strong",15,5,"Fast",0,1,0,"NC",2,0,1.755,60
"4_115","23",1,2,"SFS","strong",16,18,"Fast",0,1,0,"C",2,0,1.607,70
"4_115","23",1,2,"SFS","strong",17,2,"Fast",0,1,0,"C",2,0,3.09,40
"4_115","23",1,2,"SFS","strong",18,3,"Fast",0,1,0,"NC",2,0,2.956,40
"4_115","23",1,2,"SFS","strong",19,14,"Fast",0,1,0,"NC",2,0,3.209,30
"4_115","23",1,2,"SFS","strong",20,15,"Fast",0,1,0,"C",1,0,2.322,40
"4_116","26",1,4,"SFS","strong",1,3,"Slow",NA,NA,0,"C",3,1,6.233,100
"4_116","26",1,4,"SFS","strong",2,2,"Slow",NA,NA,0,"NC",1,1,4.035,100
"4_116","26",1,4,"SFS","strong",3,16,"Slow",NA,NA,0,"C",1,0,2.483,100
"4_116","26",1,4,"SFS","strong",4,8,"Slow",NA,NA,0,"C",3,1,10.866,100
"4_116","26",1,4,"SFS","strong",5,11,"Slow",NA,NA,0,"C",1,0,3.066,100
"4_116","26",1,4,"SFS","strong",6,14,"Slow",NA,NA,0,"C",1,0,3.867,100
"4_116","26",1,4,"SFS","strong",7,18,"Slow",NA,NA,0,"NC",4,0,4.15,50
"4_116","26",1,4,"SFS","strong",8,4,"Slow",NA,NA,0,"NC",1,1,4.043,60
"4_116","26",1,4,"SFS","strong",9,12,"Slow",NA,NA,0,"NC",1,1,3.771,100
"4_116","26",1,4,"SFS","strong",10,1,"Slow",NA,NA,0,"NC",1,1,1.817,100
"4_116","26",1,4,"SFS","strong",11,19,"Fast",0,1,0,"C",1,0,2.266,100
"4_116","26",1,4,"SFS","strong",12,6,"Fast",0,1,0,"NC",1,1,4.6,100
"4_116","26",1,4,"SFS","strong",13,9,"Fast",0,0,1,"C",1,0,3.566,100
"4_116","26",1,4,"SFS","strong",14,13,"Fast",0,1,0,"NC",1,1,3.533,100
"4_116","26",1,4,"SFS","strong",15,10,"Fast",0,1,0,"C",1,0,4.333,80
"4_116","26",1,4,"SFS","strong",16,5,"Fast",0,1,0,"NC",1,1,3.317,90
"4_116","26",1,4,"SFS","strong",17,20,"Fast",0,1,0,"NC",4,0,3.701,80
"4_116","26",1,4,"SFS","strong",18,7,"Fast",1,1,1,"C",NA,0,5,NA
"4_116","26",1,4,"SFS","strong",19,17,"Fast",0,1,0,"C",1,0,2.25,90
"4_116","26",1,4,"SFS","strong",20,15,"Fast",0,1,0,"NC",1,1,2.25,99
"4_117","42",1,4,"FSW","weak",1,13,"Fast",1,0,1,"C",NA,0,5.043,NA
"4_117","42",1,4,"FSW","weak",2,17,"Fast",0,1,0,"C",3,1,2.554,80
"4_117","42",1,4,"FSW","weak",3,6,"Fast",0,0,1,"NC",1,1,3.039,100
"4_117","42",1,4,"FSW","weak",4,18,"Fast",0,1,0,"NC",2,0,1.804,0
"4_117","42",1,4,"FSW","weak",5,2,"Fast",0,1,0,"C",1,0,2.054,50
"4_117","42",1,4,"FSW","weak",6,15,"Fast",0,1,0,"NC",1,1,1.854,100
"4_117","42",1,4,"FSW","weak",7,14,"Fast",0,1,0,"NC",1,1,1.804,100
"4_117","42",1,4,"FSW","weak",8,9,"Fast",0,0,1,"C",1,0,3.691,10
"4_117","42",1,4,"FSW","weak",9,10,"Fast",0,1,0,"NC",3,0,2.005,50
"4_117","42",1,4,"FSW","weak",10,3,"Fast",0,1,0,"C",1,0,2.371,80
"4_117","42",1,4,"FSW","weak",11,7,"Slow",NA,NA,0,"C",1,0,2.822,80
"4_117","42",1,4,"FSW","weak",12,8,"Slow",NA,NA,0,"NC",1,1,1.903,100
"4_117","42",1,4,"FSW","weak",13,16,"Slow",NA,NA,0,"C",1,0,3.172,20
"4_117","42",1,4,"FSW","weak",14,4,"Slow",NA,NA,0,"NC",2,0,2.905,0
"4_117","42",1,4,"FSW","weak",15,12,"Slow",NA,NA,0,"C",3,1,3.088,85
"4_117","42",1,4,"FSW","weak",16,5,"Slow",NA,NA,0,"C",3,1,4.424,100
"4_117","42",1,4,"FSW","weak",17,11,"Slow",NA,NA,0,"NC",3,0,2.686,80
"4_117","42",1,4,"FSW","weak",18,1,"Slow",NA,NA,0,"NC",1,1,2.771,100
"4_117","42",1,4,"FSW","weak",19,20,"Slow",NA,NA,0,"C",1,0,2.22,0
"4_117","42",1,4,"FSW","weak",20,19,"Slow",NA,NA,0,"NC",1,1,3.621,100
"4_118","43",1,3,"SFW","weak",1,4,"Slow",NA,NA,0,"C",3,1,11.616,100
"4_118","43",1,3,"SFW","weak",2,14,"Slow",NA,NA,0,"NC",1,1,3.566,100
"4_118","43",1,3,"SFW","weak",3,16,"Slow",NA,NA,0,"NC",1,1,3.416,100
"4_118","43",1,3,"SFW","weak",4,19,"Slow",NA,NA,0,"C",3,1,13.15,100
"4_118","43",1,3,"SFW","weak",5,11,"Slow",NA,NA,0,"NC",1,1,4.084,100
"4_118","43",1,3,"SFW","weak",6,17,"Slow",NA,NA,0,"NC",1,1,3.7,100
"4_118","43",1,3,"SFW","weak",7,10,"Slow",NA,NA,0,"C",1,0,9.634,100
"4_118","43",1,3,"SFW","weak",8,15,"Slow",NA,NA,0,"C",1,0,4.833,100
"4_118","43",1,3,"SFW","weak",9,2,"Slow",NA,NA,0,"NC",1,1,3.967,100
"4_118","43",1,3,"SFW","weak",10,6,"Slow",NA,NA,0,"C",4,0,18.799,100
"4_118","43",1,3,"SFW","weak",11,18,"Fast",1,1,1,"NC",NA,0,5.052,NA
"4_118","43",1,3,"SFW","weak",12,12,"Fast",0,1,0,"C",1,0,2.7,100
"4_118","43",1,3,"SFW","weak",13,7,"Fast",0,1,0,"NC",1,1,3.45,100
"4_118","43",1,3,"SFW","weak",14,8,"Fast",1,1,1,"C",NA,1,5.051,NA
"4_118","43",1,3,"SFW","weak",15,5,"Fast",0,1,0,"C",3,1,3.416,100
"4_118","43",1,3,"SFW","weak",16,9,"Fast",0,1,0,"NC",1,1,2.883,100
"4_118","43",1,3,"SFW","weak",17,1,"Fast",0,1,0,"C",3,1,3.384,100
"4_118","43",1,3,"SFW","weak",18,20,"Fast",0,1,0,"NC",1,1,2.033,100
"4_118","43",1,3,"SFW","weak",19,3,"Fast",0,1,0,"C",1,0,4.551,80
"4_118","43",1,3,"SFW","weak",20,13,"Fast",0,1,0,"NC",1,1,3.833,100
"4_119","47",2,3,"FSS","strong",1,16,"Fast",0,1,0,"C",1,0,2.716,100
"4_119","47",2,3,"FSS","strong",2,11,"Fast",0,1,0,"NC",1,1,3.416,100
"4_119","47",2,3,"FSS","strong",3,8,"Fast",0,1,0,"C",1,0,3.15,100
"4_119","47",2,3,"FSS","strong",4,12,"Fast",0,1,0,"C",1,0,3.481,100
"4_119","47",2,3,"FSS","strong",5,3,"Fast",0,1,0,"NC",1,1,3.817,100
"4_119","47",2,3,"FSS","strong",6,10,"Fast",0,1,0,"C",2,0,4.019,100
"4_119","47",2,3,"FSS","strong",7,17,"Fast",0,1,0,"NC",1,1,3.648,100
"4_119","47",2,3,"FSS","strong",8,20,"Fast",1,1,1,"NC",NA,1,5.02,NA
"4_119","47",2,3,"FSS","strong",9,7,"Fast",0,1,0,"NC",1,1,2.251,100
"4_119","47",2,3,"FSS","strong",10,19,"Fast",0,1,0,"C",1,0,2.016,100
"4_119","47",2,3,"FSS","strong",11,18,"Slow",NA,NA,0,"NC",1,1,5.621,100
"4_119","47",2,3,"FSS","strong",12,15,"Slow",NA,NA,0,"C",1,0,5.219,100
"4_119","47",2,3,"FSS","strong",13,6,"Slow",NA,NA,0,"C",1,0,5.055,100
"4_119","47",2,3,"FSS","strong",14,2,"Slow",NA,NA,0,"NC",1,1,4.765,100
"4_119","47",2,3,"FSS","strong",15,4,"Slow",NA,NA,0,"C",3,1,8.554,100
"4_119","47",2,3,"FSS","strong",16,1,"Slow",NA,NA,0,"NC",1,1,5.168,100
"4_119","47",2,3,"FSS","strong",17,5,"Slow",NA,NA,0,"C",1,0,5.452,100
"4_119","47",2,3,"FSS","strong",18,9,"Slow",NA,NA,0,"C",3,1,9.368,100
"4_119","47",2,3,"FSS","strong",19,13,"Slow",NA,NA,0,"NC",1,1,5.151,100
"4_119","47",2,3,"FSS","strong",20,14,"Slow",NA,NA,0,"NC",1,1,5.151,100
"4_120","25",2,3,"SFS","strong",1,7,"Slow",NA,NA,0,"NC",4,0,6.601,0
"4_120","25",2,3,"SFS","strong",2,13,"Slow",NA,NA,0,"C",1,0,3.199,100
"4_120","25",2,3,"SFS","strong",3,12,"Slow",NA,NA,0,"NC",1,1,6.249,20
"4_120","25",2,3,"SFS","strong",4,3,"Slow",NA,NA,0,"C",1,0,4.234,10
"4_120","25",2,3,"SFS","strong",5,1,"Slow",NA,NA,0,"C",4,0,7.637,0
"4_120","25",2,3,"SFS","strong",6,18,"Slow",NA,NA,0,"NC",4,0,4.517,0
"4_120","25",2,3,"SFS","strong",7,20,"Slow",NA,NA,0,"NC",1,1,3.867,100
"4_120","25",2,3,"SFS","strong",8,16,"Slow",NA,NA,0,"C",1,0,4.854,80
"4_120","25",2,3,"SFS","strong",9,15,"Slow",NA,NA,0,"C",1,0,3.117,100
"4_120","25",2,3,"SFS","strong",10,14,"Slow",NA,NA,0,"NC",1,1,2.741,60
"4_120","25",2,3,"SFS","strong",11,8,"Fast",0,0,1,"C",1,0,4.427,60
"4_120","25",2,3,"SFS","strong",12,19,"Fast",0,1,0,"NC",1,1,2.885,100
"4_120","25",2,3,"SFS","strong",13,4,"Fast",0,1,0,"C",4,0,1.814,0
"4_120","25",2,3,"SFS","strong",14,10,"Fast",0,1,0,"C",2,0,3.066,60
"4_120","25",2,3,"SFS","strong",15,2,"Fast",0,0,1,"NC",4,0,3.383,0
"4_120","25",2,3,"SFS","strong",16,6,"Fast",0,1,0,"C",1,0,3.734,90
"4_120","25",2,3,"SFS","strong",17,17,"Fast",0,1,0,"C",1,0,4.7,0
"4_120","25",2,3,"SFS","strong",18,11,"Fast",0,0,1,"NC",2,0,2.215,10
"4_120","25",2,3,"SFS","strong",19,5,"Fast",0,0,1,"NC",2,0,2.952,0
"4_120","25",2,3,"SFS","strong",20,9,"Fast",0,0,1,"NC",1,1,2.058,50
"4_121","56",2,5,"SFW","weak",1,19,"Slow",NA,NA,0,"NC",1,1,5.869,100
"4_121","56",2,5,"SFW","weak",2,5,"Slow",NA,NA,0,"C",3,1,5.283,100
"4_121","56",2,5,"SFW","weak",3,15,"Slow",NA,NA,0,"C",3,1,6.917,100
"4_121","56",2,5,"SFW","weak",4,11,"Slow",NA,NA,0,"NC",1,1,6.496,100
"4_121","56",2,5,"SFW","weak",5,8,"Slow",NA,NA,0,"NC",1,1,4.084,100
"4_121","56",2,5,"SFW","weak",6,6,"Slow",NA,NA,0,"NC",1,1,3.248,100
"4_121","56",2,5,"SFW","weak",7,20,"Slow",NA,NA,0,"NC",1,1,3.333,100
"4_121","56",2,5,"SFW","weak",8,1,"Slow",NA,NA,0,"C",3,1,2.936,100
"4_121","56",2,5,"SFW","weak",9,4,"Slow",NA,NA,0,"C",3,1,6.917,100
"4_121","56",2,5,"SFW","weak",10,2,"Slow",NA,NA,0,"C",3,1,2.969,100
"4_121","56",2,5,"SFW","weak",11,12,"Fast",0,1,0,"NC",1,1,3.767,100
"4_121","56",2,5,"SFW","weak",12,3,"Fast",0,1,0,"NC",1,1,2.453,100
"4_121","56",2,5,"SFW","weak",13,16,"Fast",0,1,0,"C",3,1,4.418,100
"4_121","56",2,5,"SFW","weak",14,18,"Fast",0,1,0,"C",3,1,3.136,100
"4_121","56",2,5,"SFW","weak",15,7,"Fast",0,1,0,"C",3,1,3.804,100
"4_121","56",2,5,"SFW","weak",16,17,"Fast",0,1,0,"NC",1,1,3.235,100
"4_121","56",2,5,"SFW","weak",17,10,"Fast",0,1,0,"NC",1,1,3.418,100
"4_121","56",2,5,"SFW","weak",18,9,"Fast",0,1,0,"C",3,1,3.201,100
"4_121","56",2,5,"SFW","weak",19,13,"Fast",0,1,0,"C",3,1,3.818,100
"4_121","56",2,5,"SFW","weak",20,14,"Fast",0,1,0,"NC",1,1,2.903,100
"4_122","76",2,2,"FSS","strong",1,17,"Fast",0,1,0,"NC",1,1,4.415,100
"4_122","76",2,2,"FSS","strong",2,20,"Fast",0,1,0,"NC",1,1,3.998,100
"4_122","76",2,2,"FSS","strong",3,5,"Fast",0,1,0,"NC",1,1,4.283,100
"4_122","76",2,2,"FSS","strong",4,9,"Fast",1,0,1,"C",NA,1,5.032,NA
"4_122","76",2,2,"FSS","strong",5,19,"Fast",1,1,1,"C",NA,1,5.033,NA
"4_122","76",2,2,"FSS","strong",6,15,"Fast",0,1,0,"C",1,0,2.116,100
"4_122","76",2,2,"FSS","strong",7,6,"Fast",0,0,1,"C",1,0,3.553,100
"4_122","76",2,2,"FSS","strong",8,8,"Fast",0,1,0,"NC",1,1,3.099,100
"4_122","76",2,2,"FSS","strong",9,18,"Fast",0,1,0,"NC",1,1,3.449,100
"4_122","76",2,2,"FSS","strong",10,14,"Fast",0,1,0,"C",1,0,2.282,100
"4_122","76",2,2,"FSS","strong",11,16,"Slow",NA,NA,0,"NC",1,1,2.883,100
"4_122","76",2,2,"FSS","strong",12,11,"Slow",NA,NA,0,"NC",1,1,5.082,100
"4_122","76",2,2,"FSS","strong",13,7,"Slow",NA,NA,0,"C",1,0,7.881,100
"4_122","76",2,2,"FSS","strong",14,3,"Slow",NA,NA,0,"C",1,0,8.797,100
"4_122","76",2,2,"FSS","strong",15,10,"Slow",NA,NA,0,"NC",1,1,7.382,100
"4_122","76",2,2,"FSS","strong",16,2,"Slow",NA,NA,0,"NC",4,0,11.563,100
"4_122","76",2,2,"FSS","strong",17,1,"Slow",NA,NA,0,"C",1,0,7.201,100
"4_122","76",2,2,"FSS","strong",18,4,"Slow",NA,NA,0,"C",3,1,7.765,100
"4_122","76",2,2,"FSS","strong",19,13,"Slow",NA,NA,0,"C",3,1,10.58,100
"4_122","76",2,2,"FSS","strong",20,12,"Slow",NA,NA,0,"NC",1,1,5.297,100
"4_123","69",1,4,"FSS","strong",1,13,"Fast",1,1,1,"NC",NA,0,5.095,NA
"4_123","69",1,4,"FSS","strong",2,5,"Fast",0,1,0,"NC",2,0,2.864,100
"4_123","69",1,4,"FSS","strong",3,8,"Fast",0,1,0,"C",2,0,4.247,100
"4_123","69",1,4,"FSS","strong",4,1,"Fast",0,1,0,"C",1,0,3.28,50
"4_123","69",1,4,"FSS","strong",5,12,"Fast",0,1,0,"C",1,0,4.247,50
"4_123","69",1,4,"FSS","strong",6,4,"Fast",0,1,0,"C",2,0,4.195,50
"4_123","69",1,4,"FSS","strong",7,16,"Fast",0,1,0,"C",1,0,0.583,50
"4_123","69",1,4,"FSS","strong",8,20,"Fast",0,1,0,"NC",2,0,1.302,50
"4_123","69",1,4,"FSS","strong",9,15,"Fast",0,1,0,"NC",1,1,2.33,50
"4_123","69",1,4,"FSS","strong",10,11,"Fast",0,1,0,"NC",2,0,1.415,50
"4_123","69",1,4,"FSS","strong",11,14,"Slow",NA,NA,0,"C",1,0,2.797,100
"4_123","69",1,4,"FSS","strong",12,3,"Slow",NA,NA,0,"NC",4,0,5.661,50
"4_123","69",1,4,"FSS","strong",13,7,"Slow",NA,NA,0,"C",1,0,5.328,100
"4_123","69",1,4,"FSS","strong",14,18,"Slow",NA,NA,0,"C",4,0,4.663,50
"4_123","69",1,4,"FSS","strong",15,2,"Slow",NA,NA,0,"C",2,0,3.165,100
"4_123","69",1,4,"FSS","strong",16,19,"Slow",NA,NA,0,"C",1,0,2.631,100
"4_123","69",1,4,"FSS","strong",17,6,"Slow",NA,NA,0,"NC",1,1,3.763,100
"4_123","69",1,4,"FSS","strong",18,10,"Slow",NA,NA,0,"NC",2,0,3.83,50
"4_123","69",1,4,"FSS","strong",19,9,"Slow",NA,NA,0,"NC",1,1,5.73,NA
"4_123","69",1,4,"FSS","strong",20,17,"Slow",NA,NA,0,"NC",1,1,5.712,50
"4_124","66",2,3,"FSW","weak",1,14,"Fast",0,0,1,"C",1,0,2.755,100
"4_124","66",2,3,"FSW","weak",2,18,"Fast",0,1,0,"NC",1,1,4.625,100
"4_124","66",2,3,"FSW","weak",3,19,"Fast",0,1,0,"NC",1,1,2.738,100
"4_124","66",2,3,"FSW","weak",4,5,"Fast",0,1,0,"C",1,0,2.587,100
"4_124","66",2,3,"FSW","weak",5,1,"Fast",0,1,0,"NC",1,1,3.358,100
"4_124","66",2,3,"FSW","weak",6,15,"Fast",0,1,0,"C",1,0,1.903,100
"4_124","66",2,3,"FSW","weak",7,8,"Fast",1,0,1,"C",NA,0,5.093,NA
"4_124","66",2,3,"FSW","weak",8,9,"Fast",0,0,1,"NC",1,1,1.902,100
"4_124","66",2,3,"FSW","weak",9,6,"Fast",0,1,0,"C",1,0,2.17,100
"4_124","66",2,3,"FSW","weak",10,7,"Fast",0,1,0,"NC",1,1,3.422,100
"4_124","66",2,3,"FSW","weak",11,10,"Slow",NA,NA,0,"C",1,0,7.988,50
"4_124","66",2,3,"FSW","weak",12,3,"Slow",NA,NA,0,"C",1,0,2.436,100
