"subject","age","gender","education","condition","impostor","trial_number","item_number","response_block","slow","load_acc","to_exclude","conflict","resp_cat","accuracy","RT","conf"
"4_56","77",1,3,"SFW","weak",13,3,"Fast",0,1,0,"C",3,1,4.248,100
"4_56","77",1,3,"SFW","weak",14,16,"Fast",0,0,1,"NC",2,0,2.981,0
"4_56","77",1,3,"SFW","weak",15,8,"Fast",1,1,1,"C",NA,0,5.062,NA
"4_56","77",1,3,"SFW","weak",16,13,"Fast",0,1,0,"NC",1,1,4.33,100
"4_56","77",1,3,"SFW","weak",17,7,"Fast",1,1,1,"C",NA,1,5.065,NA
"4_56","77",1,3,"SFW","weak",18,10,"Fast",0,1,0,"NC",2,0,3.88,0
"4_56","77",1,3,"SFW","weak",19,11,"Fast",0,1,0,"C",1,0,4.497,50
"4_56","77",1,3,"SFW","weak",20,2,"Fast",0,0,1,"NC",1,1,3.749,100
"4_57","28",2,2,"SFS","strong",1,13,"Slow",NA,NA,0,"C",1,0,2.776,100
"4_57","28",2,2,"SFS","strong",2,17,"Slow",NA,NA,0,"C",1,0,2.235,100
"4_57","28",2,2,"SFS","strong",3,12,"Slow",NA,NA,0,"NC",1,1,3.014,100
"4_57","28",2,2,"SFS","strong",4,6,"Slow",NA,NA,0,"NC",1,1,4.216,100
"4_57","28",2,2,"SFS","strong",5,5,"Slow",NA,NA,0,"C",1,0,3.25,100
"4_57","28",2,2,"SFS","strong",6,18,"Slow",NA,NA,0,"C",4,0,4.366,100
"4_57","28",2,2,"SFS","strong",7,11,"Slow",NA,NA,0,"C",1,0,6.165,100
"4_57","28",2,2,"SFS","strong",8,15,"Slow",NA,NA,0,"NC",1,1,3.506,100
"4_57","28",2,2,"SFS","strong",9,20,"Slow",NA,NA,0,"NC",3,0,4.877,100
"4_57","28",2,2,"SFS","strong",10,16,"Slow",NA,NA,0,"NC",1,1,2.271,100
"4_57","28",2,2,"SFS","strong",11,7,"Fast",0,1,0,"C",1,0,3.449,100
"4_57","28",2,2,"SFS","strong",12,4,"Fast",0,0,1,"NC",1,1,4.449,100
"4_57","28",2,2,"SFS","strong",13,8,"Fast",0,1,0,"C",1,0,2.156,100
"4_57","28",2,2,"SFS","strong",14,19,"Fast",0,1,0,"NC",1,1,2.954,100
"4_57","28",2,2,"SFS","strong",15,2,"Fast",0,1,0,"NC",1,1,4.46,100
"4_57","28",2,2,"SFS","strong",16,1,"Fast",0,1,0,"C",4,0,3.586,100
"4_57","28",2,2,"SFS","strong",17,3,"Fast",0,1,0,"NC",1,1,2.856,100
"4_57","28",2,2,"SFS","strong",18,14,"Fast",0,1,0,"C",1,0,2.224,100
"4_57","28",2,2,"SFS","strong",19,9,"Fast",0,1,0,"NC",1,1,4.496,100
"4_57","28",2,2,"SFS","strong",20,10,"Fast",0,1,0,"C",1,0,3.424,100
"4_58","28",2,5,"FSS","strong",1,2,"Fast",0,1,0,"NC",4,0,3.366,0
"4_58","28",2,5,"FSS","strong",2,14,"Fast",0,1,0,"NC",1,1,3.251,100
"4_58","28",2,5,"FSS","strong",3,15,"Fast",0,1,0,"C",1,0,3.798,100
"4_58","28",2,5,"FSS","strong",4,8,"Fast",1,0,1,"C",NA,0,5.035,NA
"4_58","28",2,5,"FSS","strong",5,12,"Fast",0,1,0,"NC",1,1,3.182,100
"4_58","28",2,5,"FSS","strong",6,3,"Fast",0,1,0,"C",4,0,3.566,0
"4_58","28",2,5,"FSS","strong",7,10,"Fast",0,1,0,"NC",2,0,3.467,60
"4_58","28",2,5,"FSS","strong",8,7,"Fast",0,1,0,"NC",1,1,3.136,100
"4_58","28",2,5,"FSS","strong",9,18,"Fast",0,1,0,"C",1,0,3.767,40
"4_58","28",2,5,"FSS","strong",10,11,"Fast",0,1,0,"C",1,0,4.132,60
"4_58","28",2,5,"FSS","strong",11,16,"Slow",NA,NA,0,"C",3,1,5.882,80
"4_58","28",2,5,"FSS","strong",12,6,"Slow",NA,NA,0,"C",1,0,2.679,100
"4_58","28",2,5,"FSS","strong",13,19,"Slow",NA,NA,0,"C",1,0,3.451,100
"4_58","28",2,5,"FSS","strong",14,17,"Slow",NA,NA,0,"C",1,0,5.031,80
"4_58","28",2,5,"FSS","strong",15,9,"Slow",NA,NA,0,"NC",1,1,2.317,100
"4_58","28",2,5,"FSS","strong",16,13,"Slow",NA,NA,0,"NC",1,1,2.816,40
"4_58","28",2,5,"FSS","strong",17,4,"Slow",NA,NA,0,"NC",2,0,3.798,20
"4_58","28",2,5,"FSS","strong",18,20,"Slow",NA,NA,0,"C",1,0,2.965,100
"4_58","28",2,5,"FSS","strong",19,5,"Slow",NA,NA,0,"NC",1,1,3.766,100
"4_58","28",2,5,"FSS","strong",20,1,"Slow",NA,NA,0,"NC",1,1,3.747,100
"4_59","41",2,3,"FSW","weak",1,12,"Fast",0,1,0,"NC",1,1,3.441,100
"4_59","41",2,3,"FSW","weak",2,6,"Fast",0,1,0,"C",1,0,2.593,100
"4_59","41",2,3,"FSW","weak",3,17,"Fast",0,1,0,"C",1,0,3.79,50
"4_59","41",2,3,"FSW","weak",4,18,"Fast",1,0,1,"NC",NA,0,5.037,NA
"4_59","41",2,3,"FSW","weak",5,3,"Fast",0,0,1,"NC",2,0,1.762,50
"4_59","41",2,3,"FSW","weak",6,2,"Fast",0,1,0,"C",1,0,2.443,0
"4_59","41",2,3,"FSW","weak",7,1,"Fast",0,1,0,"NC",1,1,2.709,50
"4_59","41",2,3,"FSW","weak",8,15,"Fast",0,1,0,"C",1,0,2.726,100
"4_59","41",2,3,"FSW","weak",9,20,"Fast",0,1,0,"NC",1,1,2.759,100
"4_59","41",2,3,"FSW","weak",10,8,"Fast",0,0,1,"C",4,0,4.24,0
"4_59","41",2,3,"FSW","weak",11,14,"Slow",NA,NA,0,"NC",1,1,2.61,100
"4_59","41",2,3,"FSW","weak",12,5,"Slow",NA,NA,0,"NC",1,1,2.327,100
"4_59","41",2,3,"FSW","weak",13,16,"Slow",NA,NA,0,"C",3,1,4.305,100
"4_59","41",2,3,"FSW","weak",14,4,"Slow",NA,NA,0,"C",3,1,4.604,100
"4_59","41",2,3,"FSW","weak",15,7,"Slow",NA,NA,0,"C",3,1,3.89,100
"4_59","41",2,3,"FSW","weak",16,10,"Slow",NA,NA,0,"C",4,0,3.856,0
"4_59","41",2,3,"FSW","weak",17,9,"Slow",NA,NA,0,"NC",1,1,2.576,100
"4_59","41",2,3,"FSW","weak",18,11,"Slow",NA,NA,0,"NC",1,1,3.641,100
"4_59","41",2,3,"FSW","weak",19,19,"Slow",NA,NA,0,"C",4,0,5.551,100
"4_59","41",2,3,"FSW","weak",20,13,"Slow",NA,NA,0,"NC",1,1,2.826,100
"4_60","71",2,2,"FSS","strong",1,2,"Fast",1,1,1,"C",NA,0,5.157,NA
"4_60","71",2,2,"FSS","strong",2,20,"Fast",1,1,1,"C",NA,0,5.153,NA
"4_60","71",2,2,"FSS","strong",3,16,"Fast",0,0,1,"NC",1,1,3.348,100
"4_60","71",2,2,"FSS","strong",4,6,"Fast",0,0,1,"C",2,0,4.767,0
"4_60","71",2,2,"FSS","strong",5,3,"Fast",0,1,0,"C",1,0,2.329,100
"4_60","71",2,2,"FSS","strong",6,18,"Fast",0,1,0,"NC",4,0,3.699,100
"4_60","71",2,2,"FSS","strong",7,15,"Fast",0,0,1,"NC",1,1,2.437,100
"4_60","71",2,2,"FSS","strong",8,5,"Fast",0,1,0,"NC",1,1,3.298,100
"4_60","71",2,2,"FSS","strong",9,19,"Fast",1,1,1,"C",NA,1,5.155,NA
"4_60","71",2,2,"FSS","strong",10,1,"Fast",0,0,1,"NC",1,1,2.715,100
"4_60","71",2,2,"FSS","strong",11,7,"Slow",NA,NA,0,"C",1,0,5.566,100
"4_60","71",2,2,"FSS","strong",12,17,"Slow",NA,NA,0,"NC",1,1,3.098,100
"4_60","71",2,2,"FSS","strong",13,4,"Slow",NA,NA,0,"NC",1,1,3.954,100
"4_60","71",2,2,"FSS","strong",14,11,"Slow",NA,NA,0,"NC",2,0,6.756,0
"4_60","71",2,2,"FSS","strong",15,10,"Slow",NA,NA,0,"NC",1,1,3.904,100
"4_60","71",2,2,"FSS","strong",16,14,"Slow",NA,NA,0,"C",1,0,4.282,100
"4_60","71",2,2,"FSS","strong",17,12,"Slow",NA,NA,0,"C",1,0,3.447,100
"4_60","71",2,2,"FSS","strong",18,8,"Slow",NA,NA,0,"C",1,0,3.982,0
"4_60","71",2,2,"FSS","strong",19,13,"Slow",NA,NA,0,"NC",1,1,3.819,100
"4_60","71",2,2,"FSS","strong",20,9,"Slow",NA,NA,0,"C",1,0,5.153,100
"4_61","49",1,4,"SFS","strong",1,7,"Slow",NA,NA,0,"C",1,0,4.816,100
"4_61","49",1,4,"SFS","strong",2,8,"Slow",NA,NA,0,"NC",1,1,3.681,100
"4_61","49",1,4,"SFS","strong",3,6,"Slow",NA,NA,0,"C",1,0,4.1,100
"4_61","49",1,4,"SFS","strong",4,14,"Slow",NA,NA,0,"NC",1,1,3.731,100
"4_61","49",1,4,"SFS","strong",5,17,"Slow",NA,NA,0,"C",1,0,3.999,100
"4_61","49",1,4,"SFS","strong",6,15,"Slow",NA,NA,0,"NC",1,1,5.784,100
"4_61","49",1,4,"SFS","strong",7,12,"Slow",NA,NA,0,"NC",1,1,4.149,100
"4_61","49",1,4,"SFS","strong",8,2,"Slow",NA,NA,0,"C",3,1,6.865,100
"4_61","49",1,4,"SFS","strong",9,1,"Slow",NA,NA,0,"C",3,1,7.199,100
"4_61","49",1,4,"SFS","strong",10,9,"Slow",NA,NA,0,"NC",1,1,6.313,100
"4_61","49",1,4,"SFS","strong",11,3,"Fast",1,0,1,"C",NA,1,5.085,NA
"4_61","49",1,4,"SFS","strong",12,13,"Fast",0,1,0,"NC",1,1,2.451,100
"4_61","49",1,4,"SFS","strong",13,5,"Fast",0,0,1,"C",3,1,4.5,100
"4_61","49",1,4,"SFS","strong",14,10,"Fast",0,1,0,"NC",1,1,2.916,100
"4_61","49",1,4,"SFS","strong",15,16,"Fast",0,1,0,"NC",1,1,2.599,100
"4_61","49",1,4,"SFS","strong",16,18,"Fast",0,1,0,"C",1,0,3.6,100
"4_61","49",1,4,"SFS","strong",17,4,"Fast",0,1,0,"NC",1,1,3.697,75
"4_61","49",1,4,"SFS","strong",18,20,"Fast",0,1,0,"C",1,0,2.115,100
"4_61","49",1,4,"SFS","strong",19,19,"Fast",0,1,0,"NC",1,1,2.599,100
"4_61","49",1,4,"SFS","strong",20,11,"Fast",0,1,0,"C",1,0,3.181,100
"4_62","31",2,2,"SFW","weak",1,17,"Slow",NA,NA,0,"C",3,1,8.159,100
"4_62","31",2,2,"SFW","weak",2,12,"Slow",NA,NA,0,"C",3,1,3.497,100
"4_62","31",2,2,"SFW","weak",3,7,"Slow",NA,NA,0,"NC",1,1,6.694,100
"4_62","31",2,2,"SFW","weak",4,18,"Slow",NA,NA,0,"C",3,1,3.497,100
"4_62","31",2,2,"SFW","weak",5,5,"Slow",NA,NA,0,"NC",1,1,4.697,100
"4_62","31",2,2,"SFW","weak",6,2,"Slow",NA,NA,0,"C",3,1,3.464,100
"4_62","31",2,2,"SFW","weak",7,3,"Slow",NA,NA,0,"C",3,1,8.392,100
"4_62","31",2,2,"SFW","weak",8,10,"Slow",NA,NA,0,"NC",1,1,14.987,100
"4_62","31",2,2,"SFW","weak",9,13,"Slow",NA,NA,0,"NC",1,1,5.129,50
"4_62","31",2,2,"SFW","weak",10,6,"Slow",NA,NA,0,"NC",1,1,3.363,100
"4_62","31",2,2,"SFW","weak",11,20,"Fast",1,1,1,"C",NA,1,5.063,NA
"4_62","31",2,2,"SFW","weak",12,16,"Fast",0,1,0,"NC",1,1,3.829,100
"4_62","31",2,2,"SFW","weak",13,8,"Fast",0,1,0,"C",3,1,3.896,100
"4_62","31",2,2,"SFW","weak",14,14,"Fast",0,1,0,"NC",1,1,2.931,100
"4_62","31",2,2,"SFW","weak",15,15,"Fast",1,0,1,"C",NA,1,5.062,NA
"4_62","31",2,2,"SFW","weak",16,4,"Fast",0,1,0,"C",3,1,2.498,100
"4_62","31",2,2,"SFW","weak",17,9,"Fast",0,1,0,"C",3,1,2.831,100
"4_62","31",2,2,"SFW","weak",18,11,"Fast",0,1,0,"NC",1,1,3.664,100
"4_62","31",2,2,"SFW","weak",19,1,"Fast",0,0,1,"NC",1,1,3.496,100
"4_62","31",2,2,"SFW","weak",20,19,"Fast",0,0,1,"NC",1,1,4.363,100
"4_63","63",1,3,"SFS","strong",1,9,"Slow",NA,NA,0,"NC",1,1,9.244,100
"4_63","63",1,3,"SFS","strong",2,18,"Slow",NA,NA,0,"C",1,0,7.25,90
"4_63","63",1,3,"SFS","strong",3,14,"Slow",NA,NA,0,"C",1,0,3.537,100
"4_63","63",1,3,"SFS","strong",4,13,"Slow",NA,NA,0,"NC",1,1,9.725,100
"4_63","63",1,3,"SFS","strong",5,1,"Slow",NA,NA,0,"C",1,0,5.736,95
"4_63","63",1,3,"SFS","strong",6,8,"Slow",NA,NA,0,"NC",4,0,9.433,100
"4_63","63",1,3,"SFS","strong",7,12,"Slow",NA,NA,0,"C",1,0,2.49,100
"4_63","63",1,3,"SFS","strong",8,5,"Slow",NA,NA,0,"C",1,0,3.843,100
"4_63","63",1,3,"SFS","strong",9,16,"Slow",NA,NA,0,"NC",1,1,2.62,100
"4_63","63",1,3,"SFS","strong",10,4,"Slow",NA,NA,0,"NC",1,1,6.682,50
"4_63","63",1,3,"SFS","strong",11,20,"Fast",0,1,0,"NC",1,1,3.668,100
"4_63","63",1,3,"SFS","strong",12,19,"Fast",1,0,1,"NC",NA,1,5.008,NA
"4_63","63",1,3,"SFS","strong",13,17,"Fast",0,1,0,"NC",3,0,4.964,100
"4_63","63",1,3,"SFS","strong",14,15,"Fast",0,1,0,"NC",1,1,3.436,100
"4_63","63",1,3,"SFS","strong",15,10,"Fast",0,1,0,"C",2,0,4.513,100
"4_63","63",1,3,"SFS","strong",16,3,"Fast",0,1,0,"C",1,0,2.533,100
"4_63","63",1,3,"SFS","strong",17,2,"Fast",0,0,1,"C",3,1,4.44,34
"4_63","63",1,3,"SFS","strong",18,11,"Fast",0,1,0,"NC",1,1,3.406,100
"4_63","63",1,3,"SFS","strong",19,6,"Fast",0,1,0,"C",1,0,2.417,100
"4_63","63",1,3,"SFS","strong",20,7,"Fast",0,1,0,"C",1,0,3.232,100
"4_64","39",1,2,"FSW","weak",1,5,"Fast",1,1,1,"C",NA,0,5.033,NA
"4_64","39",1,2,"FSW","weak",2,9,"Fast",0,1,0,"C",2,0,4.367,0
"4_64","39",1,2,"FSW","weak",3,17,"Fast",0,0,1,"NC",1,1,3.199,100
"4_64","39",1,2,"FSW","weak",4,18,"Fast",0,1,0,"C",2,0,4.133,80
"4_64","39",1,2,"FSW","weak",5,6,"Fast",0,1,0,"NC",1,1,3.8,50
"4_64","39",1,2,"FSW","weak",6,11,"Fast",0,1,0,"NC",1,1,4.017,100
"4_64","39",1,2,"FSW","weak",7,3,"Fast",0,1,0,"C",2,0,3.85,80
"4_64","39",1,2,"FSW","weak",8,20,"Fast",0,1,0,"C",1,0,3.117,100
"4_64","39",1,2,"FSW","weak",9,13,"Fast",0,1,0,"NC",1,1,3.534,100
"4_64","39",1,2,"FSW","weak",10,16,"Fast",0,1,0,"NC",1,1,4.033,100
"4_64","39",1,2,"FSW","weak",11,4,"Slow",NA,NA,0,"C",3,1,8.366,100
"4_64","39",1,2,"FSW","weak",12,14,"Slow",NA,NA,0,"C",1,0,3.1,100
"4_64","39",1,2,"FSW","weak",13,10,"Slow",NA,NA,0,"C",1,0,6.817,100
"4_64","39",1,2,"FSW","weak",14,15,"Slow",NA,NA,0,"NC",1,1,2.816,100
"4_64","39",1,2,"FSW","weak",15,12,"Slow",NA,NA,0,"NC",1,1,3.233,100
"4_64","39",1,2,"FSW","weak",16,19,"Slow",NA,NA,0,"NC",1,1,4.866,100
"4_64","39",1,2,"FSW","weak",17,8,"Slow",NA,NA,0,"NC",1,1,5.433,100
"4_64","39",1,2,"FSW","weak",18,2,"Slow",NA,NA,0,"C",3,1,8.867,100
"4_64","39",1,2,"FSW","weak",19,1,"Slow",NA,NA,0,"NC",1,1,4.383,100
"4_64","39",1,2,"FSW","weak",20,7,"Slow",NA,NA,0,"C",3,1,11.35,99
"4_65","25",1,3,"SFW","weak",1,12,"Slow",NA,NA,0,"NC",1,1,5.498,100
"4_65","25",1,3,"SFW","weak",2,1,"Slow",NA,NA,0,"NC",1,1,4.614,100
"4_65","25",1,3,"SFW","weak",3,17,"Slow",NA,NA,0,"NC",1,1,6.732,100
"4_65","25",1,3,"SFW","weak",4,3,"Slow",NA,NA,0,"NC",1,1,5.548,95
"4_65","25",1,3,"SFW","weak",5,8,"Slow",NA,NA,0,"C",3,1,12.128,90
"4_65","25",1,3,"SFW","weak",6,20,"Slow",NA,NA,0,"C",1,0,4.231,100
"4_65","25",1,3,"SFW","weak",7,13,"Slow",NA,NA,0,"C",3,1,5.414,100
"4_65","25",1,3,"SFW","weak",8,15,"Slow",NA,NA,0,"C",3,1,7.98,100
"4_65","25",1,3,"SFW","weak",9,5,"Slow",NA,NA,0,"NC",1,1,7.446,100
"4_65","25",1,3,"SFW","weak",10,6,"Slow",NA,NA,0,"C",3,1,9.146,80
"4_65","25",1,3,"SFW","weak",11,14,"Fast",0,1,0,"NC",1,1,4.981,75
"4_65","25",1,3,"SFW","weak",12,4,"Fast",0,1,0,"NC",1,1,4.148,60
"4_65","25",1,3,"SFW","weak",13,9,"Fast",0,1,0,"NC",1,1,4.665,100
"4_65","25",1,3,"SFW","weak",14,16,"Fast",0,1,0,"C",3,1,4.598,40
"4_65","25",1,3,"SFW","weak",15,11,"Fast",0,0,1,"C",3,1,4.815,60
"4_65","25",1,3,"SFW","weak",16,7,"Fast",0,1,0,"C",3,1,4.498,100
"4_65","25",1,3,"SFW","weak",17,19,"Fast",1,1,1,"NC",NA,1,5.048,NA
"4_65","25",1,3,"SFW","weak",18,10,"Fast",0,1,0,"C",3,1,4.864,25
"4_65","25",1,3,"SFW","weak",19,2,"Fast",0,0,1,"NC",1,1,4.415,30
"4_65","25",1,3,"SFW","weak",20,18,"Fast",0,1,0,"C",3,1,4.014,100
"4_66","68",1,3,"FSS","strong",1,10,"Fast",0,1,0,"C",1,0,2.451,100
"4_66","68",1,3,"FSS","strong",2,16,"Fast",0,0,1,"NC",1,1,2.083,100
"4_66","68",1,3,"FSS","strong",3,1,"Fast",0,1,0,"C",1,0,3.132,100
"4_66","68",1,3,"FSS","strong",4,4,"Fast",0,0,1,"C",3,1,4.109,100
"4_66","68",1,3,"FSS","strong",5,7,"Fast",0,1,0,"NC",1,1,2.649,100
"4_66","68",1,3,"FSS","strong",6,14,"Fast",0,1,0,"NC",1,1,2.549,100
"4_66","68",1,3,"FSS","strong",7,20,"Fast",0,0,1,"C",1,0,2.2,100
"4_66","68",1,3,"FSS","strong",8,2,"Fast",0,0,1,"C",3,1,4.534,100
"4_66","68",1,3,"FSS","strong",9,19,"Fast",0,1,0,"NC",1,1,2.984,100
"4_66","68",1,3,"FSS","strong",10,12,"Fast",0,1,0,"NC",1,1,2.765,100
"4_66","68",1,3,"FSS","strong",11,15,"Slow",NA,NA,0,"NC",1,1,2.95,100
"4_66","68",1,3,"FSS","strong",12,5,"Slow",NA,NA,0,"C",3,1,5.998,100
"4_66","68",1,3,"FSS","strong",13,8,"Slow",NA,NA,0,"NC",1,1,7.332,100
"4_66","68",1,3,"FSS","strong",14,3,"Slow",NA,NA,0,"NC",1,1,2.167,100
"4_66","68",1,3,"FSS","strong",15,13,"Slow",NA,NA,0,"NC",1,1,3.085,100
"4_66","68",1,3,"FSS","strong",16,17,"Slow",NA,NA,0,"C",1,0,6.165,0
"4_66","68",1,3,"FSS","strong",17,9,"Slow",NA,NA,0,"C",3,1,5.116,100
"4_66","68",1,3,"FSS","strong",18,18,"Slow",NA,NA,0,"C",3,1,3.416,100
"4_66","68",1,3,"FSS","strong",19,6,"Slow",NA,NA,0,"C",1,0,3.733,0
"4_66","68",1,3,"FSS","strong",20,11,"Slow",NA,NA,0,"NC",1,1,9.815,100
"4_67","26",2,4,"SFW","weak",1,2,"Slow",NA,NA,0,"NC",1,1,9.783,50
"4_67","26",2,4,"SFW","weak",2,1,"Slow",NA,NA,0,"C",3,1,8.5,100
"4_67","26",2,4,"SFW","weak",3,8,"Slow",NA,NA,0,"NC",1,1,4.2,100
"4_67","26",2,4,"SFW","weak",4,4,"Slow",NA,NA,0,"NC",1,1,8.833,70
"4_67","26",2,4,"SFW","weak",5,12,"Slow",NA,NA,0,"C",1,0,2.999,100
"4_67","26",2,4,"SFW","weak",6,15,"Slow",NA,NA,0,"C",1,0,4.016,100
"4_67","26",2,4,"SFW","weak",7,10,"Slow",NA,NA,0,"C",1,0,9.6,50
"4_67","26",2,4,"SFW","weak",8,20,"Slow",NA,NA,0,"C",1,0,3.65,90
"4_67","26",2,4,"SFW","weak",9,19,"Slow",NA,NA,0,"NC",1,1,5.049,100
"4_67","26",2,4,"SFW","weak",10,7,"Slow",NA,NA,0,"NC",1,1,3.233,100
"4_67","26",2,4,"SFW","weak",11,5,"Fast",0,1,0,"NC",1,1,3.416,100
"4_67","26",2,4,"SFW","weak",12,16,"Fast",0,1,0,"C",1,0,2.75,100
"4_67","26",2,4,"SFW","weak",13,17,"Fast",0,1,0,"C",3,1,4.65,100
"4_67","26",2,4,"SFW","weak",14,18,"Fast",0,1,0,"C",1,0,3.983,70
"4_67","26",2,4,"SFW","weak",15,9,"Fast",0,1,0,"NC",1,1,2.682,100
"4_67","26",2,4,"SFW","weak",16,3,"Fast",0,1,0,"NC",4,0,2.566,100
"4_67","26",2,4,"SFW","weak",17,13,"Fast",0,1,0,"NC",1,1,2.867,90
"4_67","26",2,4,"SFW","weak",18,6,"Fast",0,1,0,"C",1,0,2.131,100
"4_67","26",2,4,"SFW","weak",19,11,"Fast",0,1,0,"NC",1,1,3.2,100
"4_67","26",2,4,"SFW","weak",20,14,"Fast",0,1,0,"C",1,0,2.017,80
"4_68","66",2,3,"SFW","weak",1,15,"Slow",NA,NA,0,"C",1,0,2.802,100
"4_68","66",2,3,"SFW","weak",2,19,"Slow",NA,NA,0,"C",4,0,4.882,100
"4_68","66",2,3,"SFW","weak",3,10,"Slow",NA,NA,0,"C",1,0,9.999,80
"4_68","66",2,3,"SFW","weak",4,5,"Slow",NA,NA,0,"NC",1,1,4.315,100
"4_68","66",2,3,"SFW","weak",5,11,"Slow",NA,NA,0,"NC",1,1,6.616,100
"4_68","66",2,3,"SFW","weak",6,12,"Slow",NA,NA,0,"C",1,0,2.683,100
"4_68","66",2,3,"SFW","weak",7,6,"Slow",NA,NA,0,"NC",1,1,4.667,100
"4_68","66",2,3,"SFW","weak",8,16,"Slow",NA,NA,0,"NC",1,1,3.082,100
"4_68","66",2,3,"SFW","weak",9,14,"Slow",NA,NA,0,"NC",1,1,2.65,100
"4_68","66",2,3,"SFW","weak",10,3,"Slow",NA,NA,0,"C",3,1,3.914,100
"4_68","66",2,3,"SFW","weak",11,8,"Fast",0,1,0,"C",2,0,2.137,50
"4_68","66",2,3,"SFW","weak",12,2,"Fast",0,1,0,"C",4,0,3.165,0
"4_68","66",2,3,"SFW","weak",13,1,"Fast",0,1,0,"NC",1,1,1.968,100
"4_68","66",2,3,"SFW","weak",14,7,"Fast",0,0,1,"C",3,1,4.884,100
"4_68","66",2,3,"SFW","weak",15,4,"Fast",0,1,0,"C",3,1,4.334,100
"4_68","66",2,3,"SFW","weak",16,13,"Fast",0,1,0,"NC",1,1,2.915,100
"4_68","66",2,3,"SFW","weak",17,17,"Fast",0,1,0,"C",1,0,2.983,10
"4_68","66",2,3,"SFW","weak",18,9,"Fast",0,1,0,"NC",1,1,4.572,100
"4_68","66",2,3,"SFW","weak",19,20,"Fast",0,1,0,"NC",2,0,1.568,0
"4_68","66",2,3,"SFW","weak",20,18,"Fast",0,1,0,"NC",1,1,3.631,90
"4_69","54",2,2,"FSW","weak",1,7,"Fast",0,1,0,"C",1,0,2.166,100
"4_69","54",2,2,"FSW","weak",2,12,"Fast",0,1,0,"NC",1,1,3.098,100
"4_69","54",2,2,"FSW","weak",3,5,"Fast",1,1,1,"C",NA,1,5.049,NA
"4_69","54",2,2,"FSW","weak",4,6,"Fast",0,0,1,"NC",1,1,2.465,100
"4_69","54",2,2,"FSW","weak",5,19,"Fast",1,1,1,"C",NA,1,5.049,NA
"4_69","54",2,2,"FSW","weak",6,8,"Fast",0,1,0,"NC",1,1,3.816,50
"4_69","54",2,2,"FSW","weak",7,15,"Fast",0,1,0,"NC",1,1,2.518,100
"4_69","54",2,2,"FSW","weak",8,4,"Fast",0,1,0,"C",1,0,2.85,100
"4_69","54",2,2,"FSW","weak",9,9,"Fast",1,1,1,"C",NA,0,5.019,NA
"4_69","54",2,2,"FSW","weak",10,18,"Fast",0,0,1,"NC",2,0,2.318,20
"4_69","54",2,2,"FSW","weak",11,2,"Slow",NA,NA,0,"NC",1,1,3.765,100
"4_69","54",2,2,"FSW","weak",12,10,"Slow",NA,NA,0,"NC",1,1,6.249,100
"4_69","54",2,2,"FSW","weak",13,3,"Slow",NA,NA,0,"C",1,0,3.765,100
"4_69","54",2,2,"FSW","weak",14,13,"Slow",NA,NA,0,"C",1,0,3.264,100
"4_69","54",2,2,"FSW","weak",15,1,"Slow",NA,NA,0,"C",3,1,4.701,100
"4_69","54",2,2,"FSW","weak",16,16,"Slow",NA,NA,0,"NC",1,1,3.049,100
"4_69","54",2,2,"FSW","weak",17,14,"Slow",NA,NA,0,"NC",1,1,2.334,100
"4_69","54",2,2,"FSW","weak",18,17,"Slow",NA,NA,0,"C",3,1,6.017,100
"4_69","54",2,2,"FSW","weak",19,11,"Slow",NA,NA,0,"C",3,1,6.166,100
"4_69","54",2,2,"FSW","weak",20,20,"Slow",NA,NA,0,"NC",1,1,3.082,100
"4_70","48",1,4,"FSS","strong",1,5,"Fast",0,0,1,"C",2,0,1.858,45
"4_70","48",1,4,"FSS","strong",2,14,"Fast",0,1,0,"NC",1,1,1.137,55
"4_70","48",1,4,"FSS","strong",3,9,"Fast",0,1,0,"C",2,0,0.969,44
"4_70","48",1,4,"FSS","strong",4,20,"Fast",0,1,0,"C",1,0,1.053,44
"4_70","48",1,4,"FSS","strong",5,13,"Fast",0,1,0,"NC",1,1,1.103,77
"4_70","48",1,4,"FSS","strong",6,3,"Fast",0,1,0,"NC",1,1,0.936,65
"4_70","48",1,4,"FSS","strong",7,6,"Fast",0,1,0,"NC",1,1,1.171,75
"4_70","48",1,4,"FSS","strong",8,7,"Fast",0,1,0,"C",2,0,1.086,34
"4_70","48",1,4,"FSS","strong",9,2,"Fast",0,1,0,"C",2,0,1.638,35
"4_70","48",1,4,"FSS","strong",10,8,"Fast",0,1,0,"NC",3,0,1.422,33
"4_70","48",1,4,"FSS","strong",11,19,"Slow",NA,NA,0,"C",1,0,1.24,36
"4_70","48",1,4,"FSS","strong",12,17,"Slow",NA,NA,0,"NC",1,1,0.787,41
"4_70","48",1,4,"FSS","strong",13,10,"Slow",NA,NA,0,"NC",2,0,2.023,36
"4_70","48",1,4,"FSS","strong",14,15,"Slow",NA,NA,0,"C",2,0,1.522,42
"4_70","48",1,4,"FSS","strong",15,4,"Slow",NA,NA,0,"NC",2,0,5.033,55
"4_70","48",1,4,"FSS","strong",16,16,"Slow",NA,NA,0,"C",1,0,1.741,63
"4_70","48",1,4,"FSS","strong",17,12,"Slow",NA,NA,0,"NC",2,0,1.188,45
"4_70","48",1,4,"FSS","strong",18,1,"Slow",NA,NA,0,"NC",1,1,1.222,35
